system,group,symbol,f_vector,status,our_menu_type_ids,our_P2_type_ids,our_menu_c_over_a,his_row_count,his_b_ratios,his_points,his_block
tetragonal,112,P-42c,"(13,20,9)",a_ours_in_his,82a5a88ccba80d26,82a5a88ccba80d26,25/16;13/8;2777/1600;7/4;2;129/64;65/32;33/16;17/8;9/4;157/64;79/32;5/2;11/4;3;13/4;111/32;3497/1000;7/2,1,3497/1000,"(1/2,0,31/125)",112
tetragonal,112,P-42c,"(14,23,11)",c_his_not_ours_P2_reproduced,,7824c3404ec7c532,,1,3497/1000,"(249/500,-1/500,0)",112
tetragonal,112,P-42c,"(14,24,12)",c_his_not_ours_P2_reproduced,,1da02fe6c7c6eb73,,1,4/5,"(1/50,-1/50,3/20)",112
tetragonal,112,P-42c,"(16,24,10)",a_ours_in_his,35953737803092f0,35953737803092f0,1/2;9/16;5/8;11/16;45/64;3/4;797/1000;4/5;13/16;7/8;9/10;29/32;19/20;39/40;79/80;1;17/16;69/64;9/8;73/64;19/16;39/32;5/4;103/80;21/16;43/32;7/5;3/2;38/25;49/32;99/64;327/200;677/400;1377/800;7/4;15/8;31/16;63/32;127/64;2;9/4;19/8;39/16;5/2;11/4;3;13/4;27/8;55/16;221/64,1,3497/1000,"(1/2,0,1/25)",112
tetragonal,112,P-42c,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,227/160;57/40;29/20;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/2,0,1/4)",112
tetragonal,112,P-42c,"(18,29,13)",c_his_not_ours_P2_reproduced,,2626c0b5370635a6,,1,527/1000,"(41/100,-9/100,0)",112
tetragonal,112,P-42c,"(19,30,13)",c_his_not_ours_P2_reproduced,,b6892ba92de5db43,,1,7/2,"(223/500,-27/500,4/125)",112
tetragonal,112,P-42c,"(21,33,14)",c_his_not_ours_P2_reproduced,,77262f6dc77d644d,,1,29/25,"(12/125,-9/250,3/20)",112
tetragonal,112,P-42c,"(23,36,15)",c_his_not_ours_P2_reproduced,,f7713f932cd13a1c,,1,7/2,"(221/500,-1/20,4/125)",112
tetragonal,112,P-42c,"(24,36,14)",a_ours_in_his,31a32605d919fa4a;31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;23/32;3/4;797/1000;4/5;1;5/4;53/40;7/5;113/80;3/2;38/25;7/4;57/32;29/16;117/64;15/8;123/64;31/16;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,31/125)",112
tetragonal,112,P-42c,"(26,39,15)",a_ours_in_his,1148b1810c34b982,1148b1810c34b982,1/2;5/8;43/64;11/16;45/64;3/4;797/1000;4/5;1;5/4;103/80;209/160;421/320,1,3497/1000,"(249/500,-1/500,1/25)",112
tetragonal,112,P-42c,"(28,42,16)",a_ours_in_his,68f4290f946a6883,68f4290f946a6883,115/64;29/16;59/32;119/64;15/8;61/32,1,3497/1000,"(1/4,-103/500,11/500)",112
tetragonal,112,P-42c,"(30,45,17)",a_ours_in_his,637fec5274f3a3e2,e190a3b41f1d5877,1/2;5/8;21/32,1,3497/1000,"(247/500,-1/500,1/25)",112
tetragonal,113,P-42_1m,"(6,9,5)",c_his_not_ours_P2_reproduced,,a1053191a6317676,,1,3497/1000,"(31/125,-31/125,0)",113
tetragonal,113,P-42_1m,"(6,11,7)",c_his_not_ours_P2_reproduced,,d2d935e5499e6e11,,1,4/5,"(4/25,0,1/4)",113
tetragonal,113,P-42_1m,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",113
tetragonal,113,P-42_1m,"(8,13,7)",c_his_not_ours_P2_reproduced,,d724d08efce3fe5f,,1,3497/1000,"(62/125,0,1/4)",113
tetragonal,113,P-42_1m,"(10,15,7)",a_ours_in_his,52392121966e66eb,52392121966e66eb,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(249/500,-1/500,0)",113
tetragonal,113,P-42_1m,"(10,16,8)",c_his_not_ours_P2_reproduced,,61a294835c4c4a23,,1,4/5,"(4/25,-4/25,1/4)",113
tetragonal,113,P-42_1m,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,67/64;17/16;9/8;39/32;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(31/125,-31/125,1/4)",113
tetragonal,113,P-42_1m,"(12,19,9)",c_his_not_ours_P2_reproduced,,bff9a9e578e112a7,,1,4/5,"(41/125,-21/125,1/4)",113
tetragonal,113,P-42_1m,"(14,21,9)",a_ours_in_his,dcc0a70baf02d3d7,dcc0a70baf02d3d7,1/2;17/32;35/64;3/4;797/1000;4/5;1;9/8;73/64,1,3497/1000,"(62/125,0,1/50)",113
tetragonal,113,P-42_1m,"(14,24,12)",a_ours_in_his,1da02fe6c7c6eb73,1da02fe6c7c6eb73,1;3/2,1,5/4,"(1/4,-1/4,1/10)",113
tetragonal,113,P-42_1m,"(16,24,10)",a_ours_in_his,35953737803092f0,35953737803092f0,9/16;5/8;3/4;797/1000;4/5;1;33/32;37/32;19/16;77/64,1,3497/1000,"(31/125,-31/125,1/100)",113
tetragonal,113,P-42_1m,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,65/64;33/32;17/16;9/8;37/32;19/16;77/64;39/32;5/4;409/320;103/80;83/64;209/160;53/40;43/32;109/80;89/64;7/5;227/160;57/40;23/16;29/20;3/2;1201/800;601/400;301/200;151/100;38/25;2593/1600;327/200;7/4;61/32;31/16;2;9/4;5/2;41/16;21/8;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,1/4)",113
tetragonal,113,P-42_1m,"(19,30,13)",a_ours_in_his,b25a63276e96e094,b25a63276e96e094,1,1,4/5,"(33/100,-17/100,1/4)",113
tetragonal,113,P-42_1m,"(21,32,13)",a_ours_in_his,c6005fa4af1a744c,c6005fa4af1a744c,1/2;3/4;797/1000;4/5;13/16;17/20;69/80;9/10;37/40;15/16;19/20;39/40;79/80;1;33/32;67/64;17/16;35/32;9/8;73/64;19/16;39/32;5/4;53/40;427/320;7/5;3/2;38/25;1239/800,1,3497/1000,"(249/500,-1/500,1/50)",113
tetragonal,113,P-42_1m,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;3/4;797/1000;4/5;33/40;17/20;7/8;9/10;19/20;39/40;79/80;1;65/64;33/32;67/64;17/16;35/32;71/64;9/8;73/64;37/32;75/64;19/16;77/64;79/64;5/4;203/160;103/80;53/40;427/320;43/32;109/80;11/8;221/160;7/5;45/32;113/80;91/64;29/20;59/40;119/80;239/160;3/2;38/25;2501/1600;631/400;257/160;2593/1600;7/4;15/8;121/64;2;9/4;5/2;81/32;163/64,1,3497/1000,"(1/4,-1/4,1/100)",113
tetragonal,114,P-42_1c,"(6,11,7)",c_his_not_ours_P2_reproduced,,d2d935e5499e6e11,,1,4/5,"(17/50,0,0)",114
tetragonal,114,P-42_1c,"(7,11,6)",c_his_not_ours_P2_reproduced,,a4d2e4badea1fc0f,,1,4/5,"(17/100,-17/100,0)",114
tetragonal,114,P-42_1c,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,1/4)",114
tetragonal,114,P-42_1c,"(8,13,7)",c_his_not_ours_P2_reproduced,,d724d08efce3fe5f,,1,3497/1000,"(62/125,0,0)",114
tetragonal,114,P-42_1c,"(9,16,9)",b_ours_not_his,0c6ba5cadd15c06e,,2,0,,,
tetragonal,114,P-42_1c,"(10,15,7)",c_his_not_ours_P2_reproduced,,52392121966e66eb,,1,3497/1000,"(249/500,-1/500,0)",114
tetragonal,114,P-42_1c,"(10,16,8)",c_his_not_ours_P2_reproduced,,61a294835c4c4a23,,1,7/2,"(27/250,0,109/500)",114
tetragonal,114,P-42_1c,"(11,19,10)",c_his_not_ours_P2_reproduced,,7b1d7f753e6c14bc,,1,7/2,"(38/125,0,117/500)",114
tetragonal,114,P-42_1c,"(12,18,8)",c_his_not_ours_P2_reproduced,,fd9a9f68ec1db422,,1,3497/1000,"(52/125,0,26/125)",114
tetragonal,114,P-42_1c,"(13,20,9)",a_ours_in_his,82a5a88ccba80d26,82a5a88ccba80d26,25/16;13/8;2777/1600;7/4;2;129/64;65/32;33/16;17/8;9/4;157/64;79/32;5/2;11/4;3;13/4;111/32;3497/1000;7/2,1,3497/1000,"(0,0,26/125)",114
tetragonal,114,P-42_1c,"(14,21,9)",c_his_not_ours_P2_reproduced,,dcc0a70baf02d3d7,,1,797/1000,"(17/50,0,0)",114
tetragonal,114,P-42_1c,"(14,23,11)",c_his_not_ours_P2_reproduced,,7824c3404ec7c532,,1,3497/1000,"(31/125,-31/125,1/4)",114
tetragonal,114,P-42_1c,"(14,24,12)",a_ours_in_his,1da02fe6c7c6eb73,1da02fe6c7c6eb73,3,1,2,"(1/5,-1/5,3/25)",114
tetragonal,114,P-42_1c,"(15,25,12)",c_his_not_ours_P2_reproduced,,7780851c54681bc6,,1,2,"(4/25,0,1/5)",114
tetragonal,114,P-42_1c,"(16,24,10)",a_ours_in_his,35953737803092f0,35953737803092f0,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;49/32;99/64;327/200;677/400;1377/800;7/4;15/8;31/16;63/32;127/64;2;9/4;19/8;39/16;5/2;11/4;3;13/4;27/8;55/16;221/64,1,3497/1000,"(0,0,31/125)",114
tetragonal,114,P-42_1c,"(17,28,13)",c_his_not_ours_P2_reproduced,,607da7953fa0fa4e,,1,4/5,"(169/500,-1/500,0)",114
tetragonal,114,P-42_1c,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,227/160;57/40;29/20;3/2;38/25;7/4;2;9/4;5/2;11/4;91/32;23/8;3;193/64;97/32;49/16;25/8;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",114
tetragonal,114,P-42_1c,"(18,29,13)",c_his_not_ours_P2_reproduced,,206c7c14af9927b2,,1,3497/1000,"(247/500,-1/500,0)",114
tetragonal,114,P-42_1c,"(19,30,13)",c_his_not_ours_P2_reproduced,,b6892ba92de5db43,,1,7/2,"(19/125,-19/125,117/500)",114
tetragonal,114,P-42_1c,"(21,32,13)",c_his_not_ours_P2_reproduced,,c6005fa4af1a744c,,1,3497/1000,"(249/500,-1/500,31/125)",114
tetragonal,114,P-42_1c,"(21,33,14)",c_his_not_ours_P2_reproduced,,62b71c2a6bb5e705,,1,7/2,"(151/500,-1/500,117/500)",114
tetragonal,114,P-42_1c,"(22,34,14)",c_his_not_ours_P2_reproduced,,6b1f36550e2f6ec6,,1,3497/1000,"(3/125,0,31/125)",114
tetragonal,114,P-42_1c,"(23,36,15)",c_his_not_ours_P2_reproduced,,ef14a3af77c64d9c,,1,7/2,"(53/500,-1/500,109/500)",114
tetragonal,114,P-42_1c,"(24,36,14)",a_ours_in_his,31a32605d919fa4a;31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;3/4;797/1000;4/5;1;9/8;5/4;7/5;113/80;3/2;38/25;7/4;15/8;31/16;63/32;2;9/4;39/16;5/2;11/4;45/16;181/64;23/8;47/16;95/32;191/64;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,31/125)",114
tetragonal,114,P-42_1c,"(25,38,15)",c_his_not_ours_P2_reproduced,,7b0441c8ac019b55,,1,797/1000,"(169/500,-1/500,0)",114
tetragonal,114,P-42_1c,"(25,39,16)",c_his_not_ours_P2_reproduced,,0294712025978212,,1,1/2,"(107/250,-1/50,21/500)",114
tetragonal,114,P-42_1c,"(26,39,15)",a_ours_in_his,1148b1810c34b982;3eb68e3019868bb0,1148b1810c34b982,23/32;3/4;797/1000;4/5;7/8;9/10;1;17/16;35/32;71/64;5/4;7/5;3/2;38/25;7/4;2;17/8;69/32,1,3497/1000,"(59/250,-59/250,31/125)",114
tetragonal,114,P-42_1c,"(28,42,16)",a_ours_in_his,bf5eadab641c997b;d9532f4f2d8bff33,bf5eadab641c997b,1/2;5/8;11/16;45/64;3/4;797/1000;4/5;17/20;69/80;127/64;147/64;37/16;19/8;77/32;155/64,1,3497/1000,"(31/125,-51/250,11/500)",114
tetragonal,114,P-42_1c,"(29,45,18)",c_his_not_ours_P2_reproduced,,ae67d5acd348fac5,,1,1/2,"(81/500,-69/500,1/50)",114
tetragonal,114,P-42_1c,"(30,45,17)",a_ours_in_his,fc4719574cb9d459,fc4719574cb9d459,139/64;35/16;9/4;73/32,1,3497/1000,"(23/50,-9/250,53/250)",114
tetragonal,114,P-42_1c,"(32,48,18)",a_ours_in_his,56dcc17ff0060c44,56dcc17ff0060c44,1/2;5/8;21/32;43/64,1,797/1000,"(43/250,-41/250,1/250)",114
tetragonal,114,P-42_1c,"(34,51,19)",c_his_not_ours_P2_reproduced,,60560c2b249c715b,,1,3497/1000,"(29/500,-1/500,61/250)",114
tetragonal,114,P-42_1c,"(36,54,20)",c_his_not_ours_P2_reproduced,,f0f0fa837a3207ea,,1,797/1000,"(17/100,-83/500,1/500)",114
tetragonal,115,P-4m2,"(6,9,5)",a_ours_in_his,a1053191a6317676,a1053191a6317676,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(249/500,-1/500,0)",115
tetragonal,115,P-4m2,"(7,11,6)",c_his_not_ours_P2_reproduced,,a4d2e4badea1fc0f,,1,4/5,"(33/100,-17/100,1/4)",115
tetragonal,115,P-4m2,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;9/16;5/8;3/4;797/1000;4/5;1;37/32;19/16;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",115
tetragonal,115,P-4m2,"(10,16,8)",a_ours_in_his,61a294835c4c4a23,61a294835c4c4a23,3/4;1,1,4/5,"(4/25,0,1/4)",115
tetragonal,115,P-4m2,"(12,18,8)",a_ours_in_his,9b7039e0c295ff94;fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;17/32;35/64;37/64;19/32;5/8;43/64;11/16;23/32;3/4;12047/16000;6047/8000;3047/4000;1547/2000;12423/16000;1247/1600;3141/4000;797/1000;4/5;33/40;17/20;7/8;9/10;19/20;1;65/64;33/32;17/16;71/64;9/8;73/64;37/32;19/16;79/64;5/4;83/64;209/160;53/40;427/320;43/32;109/80;439/320;221/160;7/5;227/160;57/40;29/20;239/160;3/2;38/25;2501/1600;631/400;327/200;2639/1600;1331/800;677/400;2777/1600;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,0,1/4)",115
tetragonal,115,P-4m2,"(14,24,12)",b_ours_not_his,1da02fe6c7c6eb73,,3/2,0,,,
tetragonal,115,P-4m2,"(16,24,10)",a_ours_in_his,35953737803092f0,35953737803092f0,1/2;9/16;19/32;39/64;5/8;21/32;11/16;45/64;23/32;47/64;3/4;1547/2000;797/1000;4/5;13/16;17/20;69/80;9/10;37/40;15/16;19/20;39/40;79/80;1;33/32;67/64;17/16;35/32;9/8;73/64;19/16;39/32;5/4;103/80;83/64;53/40;427/320;109/80;7/5;113/80;29/20;59/40;119/80;3/2;38/25;1239/800;327/200;677/400;1377/800,1,3497/1000,"(62/125,0,1/50)",115
tetragonal,115,P-4m2,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,227/160;57/40;23/16;29/20;3/2;1201/800;601/400;301/200;151/100;38/25;327/200;7/4;61/32;31/16;2;9/4;5/2;41/16;21/8;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/2,0,1/4)",115
tetragonal,115,P-4m2,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;3/4;797/1000;4/5;1;5/4;11/8;7/5;45/32;113/80;91/64;29/20;59/40;119/80;239/160;3/2;38/25;631/400;257/160;2593/1600;7/4;15/8;121/64;2;9/4;5/2;81/32;163/64,1,3497/1000,"(1/2,0,1/50)",115
tetragonal,116,P-4c2,"(6,9,5)",c_his_not_ours_P2_reproduced,,a1053191a6317676,,1,3497/1000,"(62/125,0,1/4)",116
tetragonal,116,P-4c2,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",116
tetragonal,116,P-4c2,"(9,16,9)",c_his_not_ours_P2_reproduced,,0c6ba5cadd15c06e,,1,4/5,"(2/25,-2/25,21/100)",116
tetragonal,116,P-4c2,"(10,16,8)",c_his_not_ours_P2_reproduced,,61a294835c4c4a23,,1,4/5,"(17/50,-4/25,1/4)",116
tetragonal,116,P-4c2,"(12,18,8)",c_his_not_ours_P2_reproduced,,fd9a9f68ec1db422,,1,3497/1000,"(52/125,0,26/125)",116
tetragonal,116,P-4c2,"(13,20,9)",c_his_not_ours_P2_reproduced,,82a5a88ccba80d26,,1,3497/1000,"(1/4,-1/4,31/125)",116
tetragonal,116,P-4c2,"(14,23,11)",c_his_not_ours_P2_reproduced,,7824c3404ec7c532,,1,3497/1000,"(249/500,-1/500,0)",116
tetragonal,116,P-4c2,"(14,24,12)",a_ours_in_his,1da02fe6c7c6eb73,1da02fe6c7c6eb73,1;3,1,4/5,"(1/10,-1/10,1/4)",116
tetragonal,116,P-4c2,"(16,24,10)",c_his_not_ours_P2_reproduced,,35953737803092f0,,1,3497/1000,"(62/125,0,31/125)",116
tetragonal,116,P-4c2,"(17,26,11)",c_his_not_ours_P2_reproduced,,8fa1790edfd55a9f,,1,3497/1000,"(229/500,-21/500,26/125)",116
tetragonal,116,P-4c2,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,9/16;5/8;3/4;797/1000;4/5;7/8;9/10;19/20;1;65/64;33/32;17/16;9/8;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;91/32;23/8;3;193/64;97/32;49/16;25/8;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,1/4)",116
tetragonal,116,P-4c2,"(18,29,13)",c_his_not_ours_P2_reproduced,,2626c0b5370635a6,,1,527/1000,"(41/100,-9/100,0)",116
tetragonal,116,P-4c2,"(20,32,14)",c_his_not_ours_P2_reproduced,,567d6e6c92a6ba19,,1,2,"(33/100,-17/100,1/5)",116
tetragonal,116,P-4c2,"(21,33,14)",c_his_not_ours_P2_reproduced,,6eec925b71cecc49,,1,7/2,"(201/500,-49/500,1/125)",116
tetragonal,116,P-4c2,"(22,35,15)",c_his_not_ours_P2_reproduced,,42bbc3711f0da4da,,1,7/2,"(38/125,-49/250,2/125)",116
tetragonal,116,P-4c2,"(23,35,14)",c_his_not_ours_P2_reproduced,,4a1fffe528971ffb,,1,3497/1000,"(249/500,-1/500,31/125)",116
tetragonal,116,P-4c2,"(23,36,15)",c_his_not_ours_P2_reproduced,,5a47ffb4cb0ec4a6,,1,1/2,"(1/5,-3/50,1/10)",116
tetragonal,116,P-4c2,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;17/32;35/64;5/8;11/16;23/32;47/64;3/4;797/1000;4/5;17/20;69/80;7/8;9/10;37/40;15/16;19/20;31/32;39/40;63/64;79/80;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;45/16;181/64;23/8;47/16;95/32;191/64;3;13/4;7/2,1,3497/1000,"(1/2,0,31/125)",116
tetragonal,116,P-4c2,"(24,37,15)",c_his_not_ours_P2_reproduced,,b8b72db4ab55a296,,1,3497/1000,"(27/100,-23/100,1/50)",116
tetragonal,116,P-4c2,"(25,39,16)",c_his_not_ours_P2_reproduced,,7aacca60b6e66b97,,1,11/10,"(3/50,-2/125,13/500)",116
tetragonal,116,P-4c2,"(26,39,15)",a_ours_in_his,1457e9a93eea5438,1457e9a93eea5438,1/2;19/32;5/8;3/4;1547/2000;797/1000;4/5;17/20;69/80,1,3497/1000,"(237/500,-13/500,1/500)",116
tetragonal,116,P-4c2,"(27,41,16)",c_his_not_ours_P2_reproduced,,0b443fe21f074149,,1,3497/1000,"(67/250,-29/125,9/500)",116
tetragonal,116,P-4c2,"(27,42,17)",c_his_not_ours_P2_reproduced,,3b9361942bbe8416,,1,7/2,"(31/125,-49/250,9/500)",116
tetragonal,116,P-4c2,"(28,42,16)",a_ours_in_his,9679c9e830167325,9679c9e830167325,12423/16000;1247/1600;3141/4000;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2,1,3497/1000,"(247/500,-1/500,123/500)",116
tetragonal,116,P-4c2,"(29,45,18)",a_ours_in_his,0bc1139de57a9670,0bc1139de57a9670,9/4,1,4/5,"(1/10,-1/50,1/5)",116
tetragonal,116,P-4c2,"(30,45,17)",a_ours_in_his,16a9b6f95073dfbb;da1833391efcd38c,da1833391efcd38c,1/2;9/16;37/64;327/200;7/4;2;9/4;151/64;19/8;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(57/125,-1/25,26/125)",116
tetragonal,116,P-4c2,"(31,48,19)",c_his_not_ours_P2_reproduced,,daf530c128800faf,,1,4/5,"(3/50,-13/250,3/20)",116
tetragonal,116,P-4c2,"(32,48,18)",a_ours_in_his,3c3aac0251a9d3dd;8ce6c8b7341edeb2,3c3aac0251a9d3dd,7/8;9/10;1;5/4;7/5;29/20;59/40;129/64;65/32;33/16;17/8;35/16;71/32;143/64,1,3497/1000,"(23/50,-9/250,53/250)",116
tetragonal,116,P-4c2,"(34,51,19)",a_ours_in_his,3fc289d8d4944791;822fbf394c878292,822fbf394c878292,237/160;119/80;3/2;38/25;491/320;2501/1600;631/400;257/160;2593/1600;147/64;37/16;75/32,1,3497/1000,"(67/250,-57/250,1/50)",116
tetragonal,116,P-4c2,"(36,54,20)",a_ours_in_his,5fdbcfbd23c2a589,5fdbcfbd23c2a589,145/64;73/32,1,3497/1000,"(113/250,-4/125,21/100)",116
tetragonal,116,P-4c2,"(38,57,21)",a_ours_in_his,ef0bcf47327dee5c,ef0bcf47327dee5c,1239/800,1,3497/1000,"(119/500,-99/500,1/50)",116
tetragonal,117,P-4b2,"(6,9,5)",c_his_not_ours_P2_reproduced,,a1053191a6317676,,1,3497/1000,"(31/125,-31/125,0)",117
tetragonal,117,P-4b2,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",117
tetragonal,117,P-4b2,"(10,15,7)",a_ours_in_his,52392121966e66eb,52392121966e66eb,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(249/500,-1/500,0)",117
tetragonal,117,P-4b2,"(14,23,11)",c_his_not_ours_P2_reproduced,,7824c3404ec7c532,,1,3497/1000,"(31/125,-31/125,1/4)",117
tetragonal,117,P-4b2,"(18,28,12)",c_his_not_ours_P2_reproduced,,c1824c64dfbb3615,,1,3497/1000,"(62/125,0,1/4)",117
tetragonal,117,P-4b2,"(18,29,13)",c_his_not_ours_P2_reproduced,,2626c0b5370635a6,,1,3497/1000,"(109/500,-109/500,1/500)",117
tetragonal,117,P-4b2,"(24,36,14)",a_ours_in_his,6a8a2df1eaf9f29d,6a8a2df1eaf9f29d,1/2;3/4;6329/8000;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(247/500,-1/500,1/4)",117
tetragonal,117,P-4b2,"(28,42,16)",a_ours_in_his,8d5cf695b24cb063,8d5cf695b24cb063,1/2;3/4;1547/2000;3141/4000;12611/16000,1,3497/1000,"(11/50,-27/125,1/500)",117
tetragonal,118,P-4n2,"(6,11,7)",c_his_not_ours_P2_reproduced,,d2d935e5499e6e11,,1,4/5,"(4/25,0,1/4)",118
tetragonal,118,P-4n2,"(7,11,6)",c_his_not_ours_P2_reproduced,,a4d2e4badea1fc0f,,1,4/5,"(17/100,-17/100,0)",118
tetragonal,118,P-4n2,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,1/4)",118
tetragonal,118,P-4n2,"(8,13,7)",c_his_not_ours_P2_reproduced,,d724d08efce3fe5f,,1,3497/1000,"(62/125,0,1/4)",118
tetragonal,118,P-4n2,"(9,16,9)",a_ours_in_his,0c6ba5cadd15c06e,0c6ba5cadd15c06e,2,1,5/4,"(1/4,-1/4,4/25)",118
tetragonal,118,P-4n2,"(10,15,7)",c_his_not_ours_P2_reproduced,,52392121966e66eb,,1,3497/1000,"(249/500,-1/500,0)",118
tetragonal,118,P-4n2,"(10,16,8)",c_his_not_ours_P2_reproduced,,61a294835c4c4a23,,1,7/2,"(38/125,0,117/500)",118
tetragonal,118,P-4n2,"(12,18,8)",c_his_not_ours_P2_reproduced,,fd9a9f68ec1db422,,1,3497/1000,"(62/125,0,31/125)",118
tetragonal,118,P-4n2,"(12,19,9)",c_his_not_ours_P2_reproduced,,bff9a9e578e112a7,,1,4/5,"(41/125,-21/125,1/4)",118
tetragonal,118,P-4n2,"(13,20,9)",a_ours_in_his,82a5a88ccba80d26,82a5a88ccba80d26,25/16;13/8;2777/1600;7/4;2;129/64;65/32;33/16;17/8;9/4;157/64;79/32;5/2;11/4;3;13/4;111/32;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,31/125)",118
tetragonal,118,P-4n2,"(13,22,11)",c_his_not_ours_P2_reproduced,,894a58270edf968f,,1,41/25,"(49/250,-49/250,4/25)",118
tetragonal,118,P-4n2,"(14,21,9)",c_his_not_ours_P2_reproduced,,3f6b28d5f7a72d60,,1,3497/1000,"(249/500,-1/500,1/25)",118
tetragonal,118,P-4n2,"(14,24,12)",b_ours_not_his,1da02fe6c7c6eb73,,1,0,,,
tetragonal,118,P-4n2,"(15,25,12)",c_his_not_ours_P2_reproduced,,f089902bc80ee80e,,1,4/5,"(16/125,0,1/5)",118
tetragonal,118,P-4n2,"(16,24,10)",a_ours_in_his,35953737803092f0,35953737803092f0,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;49/32;99/64;327/200;677/400;1377/800;7/4;15/8;31/16;63/32;127/64;2;9/4;19/8;39/16;5/2;11/4;3;13/4;27/8;55/16;221/64,1,3497/1000,"(1/4,-1/4,1/50)",118
tetragonal,118,P-4n2,"(16,27,13)",c_his_not_ours_P2_reproduced,,d5d95d5c42489c1f,,1,4/5,"(149/500,-17/100,1/5)",118
tetragonal,118,P-4n2,"(17,26,11)",c_his_not_ours_P2_reproduced,,8fa1790edfd55a9f,,1,3497/1000,"(31/125,-31/125,31/125)",118
tetragonal,118,P-4n2,"(17,28,13)",c_his_not_ours_P2_reproduced,,607da7953fa0fa4e,,1,4/5,"(169/500,-1/500,0)",118
