system,group,symbol,f_vector,status,our_menu_type_ids,our_P2_type_ids,our_menu_c_over_a,his_row_count,his_b_ratios,his_points,his_block
tetragonal,92,P4_12_12,"(18,29,13)",c_his_not_ours_P2_reproduced,,f558e99da8f38fe2,,1,7/5,"(1/2,49/1998,799/7992)",92_96
tetragonal,92,P4_12_12,"(18,30,14)",c_his_not_ours_P2_reproduced,,72b983248e962501,,1,4/5,"(23/50,23/50,0)",92_96
tetragonal,92,P4_12_12,"(19,30,13)",c_his_not_ours_P2_reproduced,,a35dc7588173ddc2,,1,7/5,"(769/1332,1/12,101/7992)",92_96
tetragonal,92,P4_12_12,"(20,31,13)",c_his_not_ours_P2_reproduced,,95417ace54e2e2bb,,1,7/5,"(2243/3996,245/3996,125/1998)",92_96
tetragonal,92,P4_12_12,"(21,32,13)",c_his_not_ours_P2_reproduced,,c6005fa4af1a744c,,1,797/1000,"(73/100,27/100,23/200)",92_96
tetragonal,92,P4_12_12,"(21,33,14)",c_his_not_ours_P2_reproduced,,fdce1f09bf5e92b2,,1,7/5,"(475/999,0,799/7992)",92_96
tetragonal,92,P4_12_12,"(22,34,14)",c_his_not_ours_P2_reproduced,,75bcbb9be864d322,,1,7/5,"(499/999,1/3,83/666)",92_96
tetragonal,92,P4_12_12,"(22,35,15)",c_his_not_ours_P2_reproduced,,0d46239ac9495d7f,,1,7/5,"(1/2,49/666,133/2664)",92_96
tetragonal,92,P4_12_12,"(22,36,16)",c_his_not_ours_P2_reproduced,,e0cb47c4a5901ef9,,1,4/5,"(1/2,3/10,1/8)",92_96
tetragonal,92,P4_12_12,"(23,36,15)",c_his_not_ours_P2_reproduced,,2819c6ccb7a55fbe,,1,7/5,"(623/1332,35/444,125/1998)",92_96
tetragonal,92,P4_12_12,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;3/4;797/1000;4/5;53/64;27/32;7/8;1;73/64;37/32;19/16;5/4;403/320;7/5;227/160;57/40;29/20;3/2;38/25;327/200;7/4;117/64;59/32;15/8;2;9/4;73/32;19/8;39/16;79/32;159/64;5/2;21/8;169/64;43/16;87/32;175/64;11/4;89/32;179/64;45/16;181/64;3;13/4;3497/1000;7/2,1,7/5,"(2455/3996,617/3996,3/74)",92_96
tetragonal,92,P4_12_12,"(24,37,15)",c_his_not_ours_P2_reproduced,,c3fa09c848246046,,1,797/1000,"(9/20,7/20,0)",92_96
tetragonal,92,P4_12_12,"(24,38,16)",a_ours_in_his,a3a8447783e42486,a3a8447783e42486,227/160;57/40;29/20;3/2;38/25;7/4;15/8;31/16;63/32;127/64,1,797/1000,"(1/2,113/250,1/8)",92_96
tetragonal,92,P4_12_12,"(25,38,15)",c_his_not_ours_P2_reproduced,,cf0170f6a3ec13f6,,1,7/5,"(1927/3996,3/148,13/108)",92_96
tetragonal,92,P4_12_12,"(25,39,16)",c_his_not_ours_P2_reproduced,,51c8209a1359acb3,,1,7/5,"(560/999,160/999,445/7992)",92_96
tetragonal,92,P4_12_12,"(26,39,15)",a_ours_in_his,327ca8d2dd09e1c0;9f3af33a5a619342;c10281b956e50c34,327ca8d2dd09e1c0,33/32;17/16;9/8;37/32;203/160;103/80;53/40;109/80;327/200;7/4;2;9/4,1,7/5,"(46/999,-16/999,61/2664)",92_96
tetragonal,92,P4_12_12,"(26,40,16)",c_his_not_ours_P2_reproduced,,ce5f82e6b8b26c43,,1,7/5,"(23/222,23/222,23/888)",92_96
tetragonal,92,P4_12_12,"(26,41,17)",c_his_not_ours_P2_reproduced,,dbbd406100689384,,1,797/1000,"(48/125,19/125,0)",92_96
tetragonal,92,P4_12_12,"(26,42,18)",c_his_not_ours_P2_reproduced,,c1ad1258b02c32c9,,1,26/25,"(37/100,-13/500,1/8)",92_96
tetragonal,92,P4_12_12,"(27,41,16)",c_his_not_ours_P2_reproduced,,bbafedf291518583,,1,797/1000,"(12/25,0,3/25)",92_96
tetragonal,92,P4_12_12,"(27,42,17)",c_his_not_ours_P2_reproduced,,b1745d1f0e7d6a54,,1,7/5,"(293/666,71/666,25/999)",92_96
tetragonal,92,P4_12_12,"(27,43,18)",c_his_not_ours_P2_reproduced,,d7b69d190fdf115a,,1,797/1000,"(197/500,91/500,0)",92_96
tetragonal,92,P4_12_12,"(28,42,16)",a_ours_in_his,18a28588043ce475;29f80b9c127f79a9;5be2e092046ee24b;62ca11329dfd99e4;c7bba76d2396a322,62ca11329dfd99e4,1/2;17/32;9/16;37/64;5/8;11/16;23/32;47/64;3/4;797/1000;4/5;17/20;7/8;1;69/64;35/32;9/8;73/64;79/64;5/4;7/5;113/80;227/160;229/160;23/16;29/20;3/2;38/25;7/4;2,1,7/5,"(133/1998,91/1998,61/2664)",92_96
tetragonal,92,P4_12_12,"(28,43,17)",c_his_not_ours_P2_reproduced,,8cf2f650dcef63c4,,1,3497/1000,"(1/4,7/500,123/1000)",92_96
tetragonal,92,P4_12_12,"(29,44,17)",c_his_not_ours_P2_reproduced,,675646bae982ec75,,1,797/1000,"(273/500,227/500,1/8)",92_96
tetragonal,92,P4_12_12,"(29,45,18)",c_his_not_ours_P2_reproduced,,504e0cf59aa910a3,,1,7/5,"(289/666,391/1998,11/3996)",92_96
tetragonal,92,P4_12_12,"(30,45,17)",a_ours_in_his,08c9708977b15d14;10f9a0d8ff07b3e4;822163f15ffc16d1;9ed821a3c69a01f6;ca0eff8176f46d8d;e1eb97228b6a2e0a;ee87e3504746e36b,822163f15ffc16d1,19/32;5/8;41/64;21/32;11/16;3/4;1247/1600;3141/4000;797/1000;4/5;9/10;37/40;79/80;1;65/64;17/16;75/64;19/16;39/32;439/320;221/160;7/5;3/2;38/25;631/400;5/2;11/4,1,7/5,"(49/999,-7/999,61/2664)",92_96
tetragonal,92,P4_12_12,"(30,46,18)",c_his_not_ours_P2_reproduced,,a92dbc775ca59940,,1,7/5,"(1997/3996,1/4,499/3996)",92_96
tetragonal,92,P4_12_12,"(30,47,19)",c_his_not_ours_P2_reproduced,,0191a4793071cbb8,,1,1/2,"(59/125,0,99/1000)",92_96
tetragonal,92,P4_12_12,"(31,47,18)",c_his_not_ours_P2_reproduced,,4dc7ad9e3f91ec3e,,1,797/1000,"(91/250,23/250,0)",92_96
tetragonal,92,P4_12_12,"(31,48,19)",c_his_not_ours_P2_reproduced,,c6139b6acd84f061,,1,7/5,"(1/3,80/999,799/7992)",92_96
tetragonal,92,P4_12_12,"(32,48,18)",a_ours_in_his,36148833db116d9b;3a7c6d5f00cde1ae;6797ab70c6015039;a7860d1366230469;afeb1ae44c1a3443;e5760549017956be,1614109bcc5801ed,1/2;37/64;19/32;5/8;3/4;25/32;3141/4000;797/1000;4/5;13/16;9/10;19/20;39/40;1;67/64;17/16;69/64;35/32;71/64;9/8;73/64;37/32;19/16;77/64;39/32;5/4;21/16;11/8;7/5;113/80;57/40;3/2;38/25;631/400;257/160;2593/1600;7/4;29/16;9/4;3497/1000;7/2,1,7/5,"(22/333,44/999,61/2664)",92_96
tetragonal,92,P4_12_12,"(32,49,19)",c_his_not_ours_P2_reproduced,,2a3a1df4615b278e,,1,4/5,"(2/25,2/125,1/10)",92_96
tetragonal,92,P4_12_12,"(33,50,19)",c_his_not_ours_P2_reproduced,,58973b81d659be9f,,1,797/1000,"(49/100,43/500,0)",92_96
tetragonal,92,P4_12_12,"(33,51,20)",c_his_not_ours_P2_reproduced,,a516e279d41341eb,,1,7/5,"(10/27,0,869/7992)",92_96
tetragonal,92,P4_12_12,"(34,51,19)",a_ours_in_his,cd3c192b4e0547ef;db0320ad071ab1eb;e8f8dcf6c6a09601,5ba951cdd58406f2,1/2;5/8;41/64;21/32;11/16;3/4;1547/2000;12423/16000;15/16;19/20;39/40,1,7/5,"(85/1998,-29/1998,61/2664)",92_96
tetragonal,92,P4_12_12,"(34,52,20)",c_his_not_ours_P2_reproduced,,c08a6252748537e7,,1,7/5,"(497/999,2/9,55/444)",92_96
tetragonal,92,P4_12_12,"(34,54,22)",c_his_not_ours_P2_reproduced,,011d5ea99335f508,,1,67/50,"(17/100,-1/500,1/8)",92_96
tetragonal,92,P4_12_12,"(35,53,20)",c_his_not_ours_P2_reproduced,,8b02e5a644cc1ae8,,1,797/1000,"(117/250,33/250,0)",92_96
tetragonal,92,P4_12_12,"(35,54,21)",c_his_not_ours_P2_reproduced,,808330c3932399ca,,1,7/5,"(421/1332,199/1332,125/1998)",92_96
tetragonal,92,P4_12_12,"(36,54,20)",a_ours_in_his,0087d56fd2a8a610;06c5da3bdc942c6f;60c6a7023f6e4280;fdecd8c917108d43,fdecd8c917108d43,35/64;9/16;3/4;1547/2000;1247/1600;12517/16000;71/80;9/10;37/40;15/16;65/64;33/32;17/16;37/32;75/64;19/16;5/4;7/5;113/80;5/2;11/4;3;13/4,1,7/5,"(73/999,22/333,61/2664)",92_96
tetragonal,92,P4_12_12,"(37,56,21)",c_his_not_ours_P2_reproduced,,5a187b9abf0285ce,,1,797/1000,"(59/125,16/125,0)",92_96
tetragonal,92,P4_12_12,"(37,57,22)",c_his_not_ours_P2_reproduced,,febc43bf173bf396,,1,4/5,"(107/250,-3/250,3/25)",92_96
tetragonal,92,P4_12_12,"(38,57,21)",c_his_not_ours_P2_reproduced,,aa04ab7a0134f9e9,,1,797/1000,"(129/250,21/50,1/8)",92_96
tetragonal,92,P4_12_12,"(39,59,22)",c_his_not_ours_P2_reproduced,,54249b4f3695bc8c,,1,797/1000,"(56/125,0,14/125)",92_96
tetragonal,92,P4_12_12,"(40,60,22)",a_ours_in_his,4e9c9b076cfec323;c1a62b4c22e7c6e8,cf92c5d0bb79041b,49/64;79/80;1;33/32;9/8;37/32;75/64;77/64;39/32;5/4;41/32;83/64,1,7/5,"(1951/3996,1/3996,1/7992)",92_96
tetragonal,92,P4_12_12,"(41,62,23)",c_his_not_ours_P2_reproduced,,5c07203e7707a8dc,,1,7/5,"(223/666,5/54,11/148)",92_96
tetragonal,92,P4_12_12,"(42,63,23)",c_his_not_ours_P2_reproduced,,a18fd905d89d0123,,1,797/1000,"(263/500,197/500,1/8)",92_96
tetragonal,92,P4_12_12,"(43,65,24)",c_his_not_ours_P2_reproduced,,f57b1e35eb597d34,,1,1061/1000,"(51/125,1/25,1/10)",92_96
tetragonal,92,P4_12_12,"(43,66,25)",c_his_not_ours_P2_reproduced,,990669676e546ded,,1,23/25,"(43/100,1/20,1/8)",92_96
tetragonal,92,P4_12_12,"(44,66,24)",a_ours_in_his,49cedbdd58376fac,ab93cbeb7be9da28,19/16,1,797/1000,"(57/125,2/125,1/8)",92_96
tetragonal,92,P4_12_12,"(46,69,25)",c_his_not_ours_P2_reproduced,,6281e1ae6116018e,,1,797/1000,"(223/500,17/500,1/8)",92_96
tetragonal,92,P4_12_12,"(48,72,26)",c_his_not_ours_P2_reproduced,,698bcaf0b95bcece,,1,797/1000,"(113/250,9/250,1/8)",92_96
tetragonal,92,P4_12_12,"(50,75,27)",c_his_not_ours_P2_reproduced,,38fcdeba0de2be7a,,1,797/1000,"(9/20,19/500,1/8)",92_96
tetragonal,92,P4_12_12,"(52,78,28)",c_his_not_ours_P2_reproduced,,71ffce785f35413c,,1,7/5,"(1163/3996,59/1332,827/7992)",92_96
tetragonal,92,P4_12_12,"(54,81,29)",c_his_not_ours_P2_reproduced,,f854a79196b76fc5,,1,7/5,"(583/1998,103/1998,29/296)",92_96
tetragonal,93,P4_222,"(6,9,5)",c_his_not_ours_P2_reproduced,,a1053191a6317676,,1,3497/1000,"(62/125,0,1/4)",93
tetragonal,93,P4_222,"(7,11,6)",c_his_not_ours_P2_reproduced,,a4d2e4badea1fc0f,,1,4/5,"(33/100,-17/100,0)",93
tetragonal,93,P4_222,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",93
tetragonal,93,P4_222,"(8,13,7)",c_his_not_ours_P2_reproduced,,59efe85d44daca83,,1,7/2,"(49/250,0,117/500)",93
tetragonal,93,P4_222,"(9,16,9)",a_ours_in_his,0c6ba5cadd15c06e,0c6ba5cadd15c06e,2,1,4/5,"(2/25,-2/25,21/100)",93
tetragonal,93,P4_222,"(10,15,7)",c_his_not_ours_P2_reproduced,,52392121966e66eb,,1,3497/1000,"(107/250,0,107/500)",93
tetragonal,93,P4_222,"(10,16,8)",a_ours_in_his,61a294835c4c4a23,61a294835c4c4a23,1,1,4/5,"(17/50,-4/25,1/4)",93
tetragonal,93,P4_222,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,9b7039e0c295ff94,1/2;37/64;19/32;5/8;23/32;3/4;797/1000;4/5;33/40;17/20;9/10;59/64;15/16;1;65/64;33/32;17/16;35/32;9/8;37/32;19/16;79/64;5/4;83/64;209/160;53/40;87/64;11/8;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,0,31/125)",93
tetragonal,93,P4_222,"(13,20,9)",a_ours_in_his,82a5a88ccba80d26,82a5a88ccba80d26,25/16;13/8;2777/1600;7/4;2;129/64;65/32;33/16;17/8;9/4;157/64;79/32;5/2;11/4;3;13/4;111/32;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,31/125)",93
tetragonal,93,P4_222,"(13,22,11)",c_his_not_ours_P2_reproduced,,894a58270edf968f,,1,41/25,"(38/125,-49/250,4/25)",93
tetragonal,93,P4_222,"(14,24,12)",a_ours_in_his,1da02fe6c7c6eb73,1da02fe6c7c6eb73,1,1,4/5,"(1/10,-1/10,1/4)",93
tetragonal,93,P4_222,"(16,24,10)",a_ours_in_his,35953737803092f0,35953737803092f0,1/2;9/16;5/8;11/16;45/64;3/4;797/1000;4/5;13/16;7/8;9/10;29/32;19/20;39/40;79/80;1;17/16;69/64;9/8;73/64;19/16;39/32;5/4;103/80;21/16;43/32;7/5;3/2;38/25;49/32;99/64;327/200;677/400;1377/800;7/4;15/8;31/16;63/32;127/64;2;9/4;19/8;39/16;5/2;11/4;3;13/4;27/8;55/16;221/64,1,3497/1000,"(1/4,-1/4,1/50)",93
tetragonal,93,P4_222,"(17,26,11)",c_his_not_ours_P2_reproduced,,8fa1790edfd55a9f,,1,3497/1000,"(58/125,-9/250,107/500)",93
tetragonal,93,P4_222,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,9/16;5/8;3/4;797/1000;4/5;7/8;9/10;19/20;1;65/64;33/32;17/16;9/8;5/4;7/5;227/160;57/40;29/20;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,1/4)",93
tetragonal,93,P4_222,"(20,32,14)",c_his_not_ours_P2_reproduced,,37e188e9b012345e,,1,7/2,"(87/250,-19/125,117/500)",93
tetragonal,93,P4_222,"(22,35,15)",c_his_not_ours_P2_reproduced,,42bbc3711f0da4da,,1,7/2,"(201/500,-49/500,1/125)",93
tetragonal,93,P4_222,"(23,36,15)",a_ours_in_his,97fb7fde62d174ad,97fb7fde62d174ad,1/2,1,4/5,"(133/500,-117/500,1/5)",93
tetragonal,93,P4_222,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;17/32;35/64;5/8;11/16;23/32;47/64;3/4;797/1000;4/5;17/20;69/80;7/8;9/10;37/40;15/16;19/20;31/32;39/40;63/64;79/80;1;5/4;7/5;113/80,1,797/1000,"(1/4,-1/4,1/4)",93
tetragonal,93,P4_222,"(24,37,15)",c_his_not_ours_P2_reproduced,,b8b72db4ab55a296,,1,3497/1000,"(27/100,-23/100,1/50)",93
tetragonal,93,P4_222,"(25,39,16)",c_his_not_ours_P2_reproduced,,ad0c665071ecbd7d,,1,7/2,"(173/500,-3/20,117/500)",93
tetragonal,93,P4_222,"(26,40,16)",c_his_not_ours_P2_reproduced,,3624e9f094fd067e,,1,4/5,"(21/250,-13/250,1/5)",93
tetragonal,93,P4_222,"(27,41,16)",c_his_not_ours_P2_reproduced,,1722d568b932f832,,1,3497/1000,"(249/500,-1/500,31/125)",93
tetragonal,93,P4_222,"(27,42,17)",c_his_not_ours_P2_reproduced,,2b12361e3ea8c410,,1,7/2,"(31/125,-49/250,9/500)",93
tetragonal,93,P4_222,"(29,45,18)",c_his_not_ours_P2_reproduced,,d598f52c04672d34,,1,7/2,"(83/250,-17/125,117/500)",93
tetragonal,93,P4_222,"(30,45,17)",a_ours_in_his,adbb83c95151fc35;cd4fb52572edcb73,adbb83c95151fc35,39/64;5/8;3/4;1547/2000;257/160;327/200;7/4;2;135/64;17/8;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(231/500,-17/500,107/500)",93
tetragonal,93,P4_222,"(31,48,19)",c_his_not_ours_P2_reproduced,,066cd0238a920a95,,1,4/5,"(19/250,-9/125,1/5)",93
tetragonal,93,P4_222,"(32,48,18)",a_ours_in_his,03132752288b78be;d49d430cb3198a1c,03132752288b78be,33/64;17/32;9/16;5/8;3/4;12423/16000;1247/1600;3141/4000;797/1000;4/5;1;5/4;7/5;29/20;59/40;3/2;38/25;7/4;29/16;117/64,1,3497/1000,"(247/500,-1/500,123/500)",93
tetragonal,93,P4_222,"(33,51,20)",c_his_not_ours_P2_reproduced,,b915d6789ab307c1,,1,4/5,"(6/125,-2/125,121/500)",93
tetragonal,93,P4_222,"(34,51,19)",a_ours_in_his,205e338c517ee1e4;75fb0b80b43ec683;b8e16e8d04fc1057,75fb0b80b43ec683,1/2;9/16;19/32;237/160;119/80;3/2;38/25;491/320;1239/800;631/400;2547/1600;129/64;65/32;33/16;67/32,1,3497/1000,"(67/250,-57/250,1/50)",93
tetragonal,93,P4_222,"(36,54,20)",a_ours_in_his,89e47e7dcaab4687,89e47e7dcaab4687,59/32;119/64,1,3497/1000,"(58/125,-4/125,27/125)",93
tetragonal,93,P4_222,"(38,57,21)",a_ours_in_his,1177844bd4d28549,1177844bd4d28549,15/8;2,1,3497/1000,"(3/10,-9/50,6/25)",93
tetragonal,93,P4_222,"(40,60,22)",c_his_not_ours_P2_reproduced,,f809e5bb1f56799b,,1,3497/1000,"(113/250,-1/50,27/125)",93
tetragonal,94,P4_22_12,"(6,11,7)",c_his_not_ours_P2_reproduced,,d2d935e5499e6e11,,1,4/5,"(17/50,0,0)",94
tetragonal,94,P4_22_12,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,1/4)",94
tetragonal,94,P4_22_12,"(8,13,7)",c_his_not_ours_P2_reproduced,,d724d08efce3fe5f,,1,3497/1000,"(62/125,0,0)",94
tetragonal,94,P4_22_12,"(9,16,9)",a_ours_in_his,0c6ba5cadd15c06e,0c6ba5cadd15c06e,2,1,5/4,"(1/4,-1/4,9/100)",94
tetragonal,94,P4_22_12,"(10,15,7)",c_his_not_ours_P2_reproduced,,52392121966e66eb,,1,3497/1000,"(31/125,-31/125,1/4)",94
tetragonal,94,P4_22_12,"(10,16,8)",c_his_not_ours_P2_reproduced,,61a294835c4c4a23,,1,7/2,"(27/250,0,109/500)",94
tetragonal,94,P4_22_12,"(11,19,10)",c_his_not_ours_P2_reproduced,,7b1d7f753e6c14bc,,1,7/2,"(38/125,0,117/500)",94
tetragonal,94,P4_22_12,"(12,18,8)",c_his_not_ours_P2_reproduced,,fd9a9f68ec1db422,,1,3497/1000,"(249/500,-1/500,0)",94
tetragonal,94,P4_22_12,"(12,19,9)",c_his_not_ours_P2_reproduced,,bff9a9e578e112a7,,1,4/5,"(169/500,-1/500,0)",94
tetragonal,94,P4_22_12,"(13,20,9)",a_ours_in_his,82a5a88ccba80d26,82a5a88ccba80d26,25/16;13/8;2777/1600;7/4;2;129/64;65/32;33/16;17/8;9/4;157/64;79/32;5/2;11/4;3;13/4;111/32;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,57/250)",94
tetragonal,94,P4_22_12,"(14,21,9)",c_his_not_ours_P2_reproduced,,3f6b28d5f7a72d60,,1,3497/1000,"(59/250,-59/250,31/125)",94
tetragonal,94,P4_22_12,"(14,23,11)",c_his_not_ours_P2_reproduced,,7824c3404ec7c532,,1,3497/1000,"(249/500,-1/500,1/4)",94
tetragonal,94,P4_22_12,"(14,24,12)",b_ours_not_his,1da02fe6c7c6eb73,,1;3,0,,,
tetragonal,94,P4_22_12,"(15,25,12)",c_his_not_ours_P2_reproduced,,7780851c54681bc6,,1,2,"(4/25,0,1/5)",94
tetragonal,94,P4_22_12,"(16,24,10)",a_ours_in_his,35953737803092f0,35953737803092f0,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;49/32;99/64;327/200;677/400;1377/800;7/4;15/8;31/16;63/32;127/64;2;9/4;19/8;39/16;5/2;11/4;3;13/4;27/8;55/16;221/64,1,3497/1000,"(1/4,-1/4,31/125)",94
tetragonal,94,P4_22_12,"(16,27,13)",c_his_not_ours_P2_reproduced,,4fc3bbeef72e7dab,,1,2,"(23/100,-7/100,1/5)",94
tetragonal,94,P4_22_12,"(17,26,11)",c_his_not_ours_P2_reproduced,,8fa1790edfd55a9f,,1,3497/1000,"(229/500,-21/500,26/125)",94
tetragonal,94,P4_22_12,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,65/64;33/32;17/16;9/8;77/64;39/32;5/4;21/16;11/8;7/5;227/160;57/40;29/20;3/2;38/25;7/4;2;9/4;5/2;11/4;91/32;23/8;3;193/64;97/32;49/16;25/8;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",94
tetragonal,94,P4_22_12,"(18,29,13)",c_his_not_ours_P2_reproduced,,2626c0b5370635a6,,1,527/1000,"(41/100,-9/100,1/4)",94
tetragonal,94,P4_22_12,"(19,30,13)",a_ours_in_his,b25a63276e96e094,2c5be0ac677a3566,1,1,7/2,"(151/500,-1/500,117/500)",94
tetragonal,94,P4_22_12,"(20,32,14)",c_his_not_ours_P2_reproduced,,567d6e6c92a6ba19,,1,2,"(33/100,-17/100,1/5)",94
tetragonal,94,P4_22_12,"(21,32,13)",a_ours_in_his,c6005fa4af1a744c,c6005fa4af1a744c,1/2;9/16;3/4;797/1000;4/5;13/16;9/10;19/20;39/40;79/80;1;9/8;73/64;5/4;41/32,1,797/1000,"(17/100,-17/100,0)",94
tetragonal,94,P4_22_12,"(21,33,14)",c_his_not_ours_P2_reproduced,,6eec925b71cecc49,,1,7/2,"(201/500,-49/500,121/500)",94
tetragonal,94,P4_22_12,"(22,34,14)",c_his_not_ours_P2_reproduced,,6b1f36550e2f6ec6,,1,3497/1000,"(3/125,0,31/125)",94
tetragonal,94,P4_22_12,"(22,35,15)",c_his_not_ours_P2_reproduced,,42bbc3711f0da4da,,1,7/2,"(38/125,-49/250,117/500)",94
tetragonal,94,P4_22_12,"(23,35,14)",c_his_not_ours_P2_reproduced,,4a1fffe528971ffb,,1,3497/1000,"(249/500,-1/500,31/125)",94
tetragonal,94,P4_22_12,"(23,36,15)",c_his_not_ours_P2_reproduced,,5434607c262dfeba,,1,1/2,"(41/100,-7/100,17/100)",94
tetragonal,94,P4_22_12,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f;6a8a2df1eaf9f29d,31d09faf7fb2bf6f,1/2;37/64;19/32;5/8;11/16;45/64;3/4;797/1000;4/5;33/40;17/20;69/80;9/10;19/20;39/40;79/80;1;65/64;33/32;67/64;17/16;35/32;71/64;37/32;19/16;5/4;83/64;7/5;113/80;3/2;38/25;7/4;2;9/4;5/2;11/4;45/16;181/64;23/8;47/16;95/32;191/64;3;13/4;7/2,1,3497/1000,"(1/2,0,31/125)",94
tetragonal,94,P4_22_12,"(24,37,15)",c_his_not_ours_P2_reproduced,,b8b72db4ab55a296,,1,3497/1000,"(33/100,-17/100,59/250)",94
tetragonal,94,P4_22_12,"(25,39,16)",c_his_not_ours_P2_reproduced,,5ee46f5341963056,,1,7/2,"(121/500,-31/500,117/500)",94
tetragonal,94,P4_22_12,"(26,39,15)",a_ours_in_his,1457e9a93eea5438,1457e9a93eea5438,23/32;3/4;797/1000;4/5;1;9/8,1,3497/1000,"(237/500,-13/500,31/125)",94
tetragonal,94,P4_22_12,"(27,41,16)",c_his_not_ours_P2_reproduced,,0b443fe21f074149,,1,3497/1000,"(131/500,-119/500,31/125)",94
tetragonal,94,P4_22_12,"(27,42,17)",c_his_not_ours_P2_reproduced,,fdb3b92581750bfd,,1,7/2,"(103/500,-49/500,23/100)",94
tetragonal,94,P4_22_12,"(28,42,16)",a_ours_in_his,28fa1abcd5fcfcae;8d5cf695b24cb063,28fa1abcd5fcfcae,1/2;9/16;73/64;37/32;19/16;5/4;7/5;3/2;38/25;7/4;2;33/16;67/32,1,3497/1000,"(247/500,-1/500,123/500)",94
tetragonal,94,P4_22_12,"(29,45,18)",c_his_not_ours_P2_reproduced,,e6ccc2a971c194f5,,1,7/2,"(3/50,-6/125,109/500)",94
tetragonal,94,P4_22_12,"(30,45,17)",a_ours_in_his,adbb83c95151fc35;bb0c84c025667b98,adbb83c95151fc35,7/8;9/10;1;17/16;35/32;71/64;239/160;3/2;38/25;7/4;2;9/4;77/32;39/16;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(57/125,-1/25,26/125)",94
tetragonal,94,P4_22_12,"(31,48,19)",c_his_not_ours_P2_reproduced,,02bfcc969a546bc7,,1,7/2,"(61/500,-23/500,28/125)",94
tetragonal,94,P4_22_12,"(32,48,18)",a_ours_in_his,184a74b1373839c8;72aba762a764b251,72aba762a764b251,9/8;5/4;103/80;135/64;17/8;9/4;73/32,1,3497/1000,"(23/50,-9/250,53/250)",94
tetragonal,94,P4_22_12,"(33,51,20)",c_his_not_ours_P2_reproduced,,dda34b9460586079,,1,7/2,"(53/500,-1/500,109/500)",94
tetragonal,94,P4_22_12,"(34,51,19)",a_ours_in_his,2ef5e3844229f89f;75fb0b80b43ec683,75fb0b80b43ec683,83/64;209/160;53/40;109/80;221/160;89/64;113/80;57/40;29/20;59/40;119/80;149/64;75/32;19/8;153/64,1,3497/1000,"(79/250,-39/250,59/250)",94
tetragonal,94,P4_22_12,"(36,54,20)",c_his_not_ours_P2_reproduced,,a9420a42740b8443,,1,3497/1000,"(9/20,-3/100,21/100)",94
tetragonal,94,P4_22_12,"(38,57,21)",a_ours_in_his,21c64995b621173f;3e1c2f08dd535cc5,3e1c2f08dd535cc5,7/5;45/32;147/64;37/16,1,3497/1000,"(31/100,-73/500,57/250)",94
tetragonal,94,P4_22_12,"(40,60,22)",c_his_not_ours_P2_reproduced,,bb8ba347bfca0880,,1,3497/1000,"(49/250,-6/125,57/250)",94
tetragonal,95,P4_322,"(6,9,5)",c_his_not_ours_not_stored,,,,1,4/5,"(1/50,-1/50,3/25)",91_95
tetragonal,95,P4_322,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,4/5,"(0,0,0)",91_95
tetragonal,95,P4_322,"(8,14,8)",a_ours_in_his,11ee80fc3799d1eb,,2,1,14/25,"(51/100,49/100,1/8)",91_95
tetragonal,95,P4_322,"(9,16,9)",c_his_not_ours_P2_reproduced,,0c6ba5cadd15c06e,,1,44/25,"(1/2,117/250,17/200)",91_95
tetragonal,95,P4_322,"(10,15,7)",c_his_not_ours_not_stored,,,,1,3497/1000,"(3/4,1/4,31/250)",91_95
