system,group,symbol,f_vector,status,our_menu_type_ids,our_P2_type_ids,our_menu_c_over_a,his_row_count,his_b_ratios,his_points,his_block,readonly_180_stored_ids
hexagonal,169,P6_1,"(36,54,20)",a_ours_in_his,2d654c836f3731c6;646b518ccf3bd724;6f4101f83371033d;71d2c9953ca110b8;8d90c524c89922d9;9c0b7e0c29dfebb2;a348875c3f707895;d9ac68100a276dfe,04a532437a590239,1731/3200;4439/8000;2331/4000;977/1600;10439/16000;5331/8000;2777/4000;5777/8000;11777/16000;3/4;12047/16000;527/640;29/32;15/16;61/64;123/128;33/32;67/64;37/32;39/32;11/8,1,797/1000,"(1/4,715/3996,0)",169_170,
hexagonal,169,P6_1,"(40,60,22)",a_ours_in_his,5b86a254c715306c;e1a38303b2378f17,ed6e6228fdbafd09,9993/16000;1277/2000;5331/8000;2177/3200;6047/8000;3047/4000;1547/2000;797/1000;4/5;131/160,1,797/1000,"(1/4,685/3996,0)",169_170,
hexagonal,169,P6_1,"(44,66,24)",c_his_not_ours_P2_reproduced,,067f7b18037b3cda,,1,797/1000,"(1/4,5/148,0)",169_170,
hexagonal,169,P6_1,"(48,72,26)",c_his_not_ours_P2_reproduced,,3c64dac6eb064915,,1,797/1000,"(55/1998,5/1998,0)",169_170,
hexagonal,170,P6_5,"(12,18,8)",c_his_not_ours_P2_reproduced,,fd9a9f68ec1db422,,1,3497/1000,"(0,0,0)",169_170,
hexagonal,170,P6_5,"(14,24,12)",c_his_not_ours_P2_reproduced,,0fef47b559fef709,,1,3497/1000,"(1/3,0,0)",169_170,
hexagonal,170,P6_5,"(18,28,12)",c_his_not_ours_P2_reproduced,,29148698f93136e6,,1,3497/1000,"(1997/5994,0,0)",169_170,
hexagonal,170,P6_5,"(18,30,14)",c_his_not_ours_P2_reproduced,,76108b085b4e40f8,,1,797/1000,"(1/3,0,0)",169_170,
hexagonal,170,P6_5,"(22,34,14)",c_his_not_ours_P2_reproduced,,f905851c28b76464,,1,797/1000,"(1997/5994,0,0)",169_170,
hexagonal,170,P6_5,"(24,36,14)",a_ours_in_his,e948828e76447bbb,e948828e76447bbb,5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,0)",169_170,
hexagonal,170,P6_5,"(25,39,16)",a_ours_in_his,d7c638d7fa23127e,7486adf08fa8f986,3/2,1,2,"(2/9,1/9,0)",169_170,
hexagonal,170,P6_5,"(26,42,18)",c_his_not_ours_P2_reproduced,,1d99b90a6f1d77d9,,1,1/2,"(1/27,0,0)",169_170,
hexagonal,170,P6_5,"(28,42,16)",a_ours_in_his,1a36f90bbc759307;b7c0d3d85242db64;bff9b24ce78050f5,1a36f90bbc759307,3/2;7/4;2;9/4;11/4;3,1,797/1000,"(1/4,-1/4,0)",169_170,
hexagonal,170,P6_5,"(29,45,18)",c_his_not_ours_P2_reproduced,,512784efdab33f4a,,1,4/5,"(2/9,2/9,0)",169_170,
hexagonal,170,P6_5,"(30,46,18)",c_his_not_ours_P2_reproduced,,254345236188cc50,,1,797/1000,"(1885/5994,0,0)",169_170,
hexagonal,170,P6_5,"(32,48,18)",a_ours_in_his,16025e0680843c36;322d5ff451e4101d;85244add8d1f2d55;a35623e347ef03b4;e5760549017956be;f05f0b009e0929f6,f94c2ae7de04a72e,1/2;527/1000;1277/2000;3/4;797/1000;4/5;53/64;67/80;7/8;57/64;115/128;31/32;1;65/64;17/16;9/8;73/64;75/64;19/16;77/64;79/64;5/4;21/16;43/32;87/64;11/8;23/16;7/4;2;9/4;5/2,1,797/1000,"(1595/5994,403/1998,0)",169_170,
hexagonal,170,P6_5,"(36,54,20)",a_ours_in_his,2d654c836f3731c6;646b518ccf3bd724;6f4101f83371033d;71d2c9953ca110b8;8d90c524c89922d9;9c0b7e0c29dfebb2;a348875c3f707895;d9ac68100a276dfe,04a532437a590239,1731/3200;4439/8000;2331/4000;977/1600;10439/16000;5331/8000;2777/4000;5777/8000;11777/16000;3/4;12047/16000;527/640;29/32;15/16;61/64;123/128;33/32;67/64;37/32;39/32;11/8,1,797/1000,"(1/4,715/3996,0)",169_170,
hexagonal,170,P6_5,"(40,60,22)",a_ours_in_his,5b86a254c715306c;e1a38303b2378f17,ed6e6228fdbafd09,9993/16000;1277/2000;5331/8000;2177/3200;6047/8000;3047/4000;1547/2000;797/1000;4/5;131/160,1,797/1000,"(1/4,685/3996,0)",169_170,
hexagonal,170,P6_5,"(44,66,24)",c_his_not_ours_P2_reproduced,,067f7b18037b3cda,,1,797/1000,"(1/4,5/148,0)",169_170,
hexagonal,170,P6_5,"(48,72,26)",c_his_not_ours_P2_reproduced,,3c64dac6eb064915,,1,797/1000,"(55/1998,5/1998,0)",169_170,
hexagonal,171,P6_2,"(6,9,5)",c_his_not_ours_P2_reproduced,,a1053191a6317676,,1,3497/1000,"(1/3,0,0)",171_172,
hexagonal,171,P6_2,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",171_172,
hexagonal,171,P6_2,"(12,19,9)",c_his_not_ours_P2_reproduced,,03b5c7cc17c5e015,,1,3497/1000,"(1/6,0,0)",171_172,
hexagonal,171,P6_2,"(12,23,13)",c_his_not_ours_P2_reproduced,,ac1d4522145eba72,,1,1/2,"(17/54,1/18,0)",171_172,
hexagonal,171,P6_2,"(18,29,13)",c_his_not_ours_P2_reproduced,,bb3eeb50e1c37ee6,,1,3497/1000,"(1499/5994,499/1998,0)",171_172,
hexagonal,171,P6_2,"(18,30,14)",a_ours_in_his,4db369a636f4396b,9bf0299ebc6762cc,3/2,1,1/2,"(1/18,1/18,0)",171_172,
hexagonal,171,P6_2,"(18,31,15)",c_his_not_ours_P2_reproduced,,75ed0d99a1ca0d26,,1,797/1000,"(1499/5994,499/1998,0)",171_172,
hexagonal,171,P6_2,"(20,31,13)",c_his_not_ours_P2_reproduced,,6a892fdc51b24155,,1,797/1000,"(1/6,0,0)",171_172,
hexagonal,171,P6_2,"(20,32,14)",c_his_not_ours_P2_reproduced,,4722fae8179ce536,,1,1/2,"(5/27,4/27,0)",171_172,
hexagonal,171,P6_2,"(20,33,15)",c_his_not_ours_P2_reproduced,,5ecea070beaf2efa,,1,1/2,"(1/54,0,0)",171_172,
hexagonal,171,P6_2,"(21,33,14)",c_his_not_ours_P2_reproduced,,59f008daf5ef67b4,,1,1/2,"(293/999,1/18,0)",171_172,
hexagonal,171,P6_2,"(22,34,14)",c_his_not_ours_P2_reproduced,,c57d8f62f90c0cf0,,1,3497/1000,"(1/4,997/3996,0)",171_172,
hexagonal,171,P6_2,"(22,35,15)",c_his_not_ours_P2_reproduced,,4a6f33270c17ba66,,1,3497/1000,"(166/999,0,0)",171_172,
hexagonal,171,P6_2,"(23,35,14)",a_ours_in_his,cff2d5fb5e0d4149,ac07ab8d0a87b192,1/2;527/1000;1277/2000;10439/16000,1,3497/1000,"(28/111,15/74,0)",171_172,
hexagonal,171,P6_2,"(23,36,15)",c_his_not_ours_P2_reproduced,,03f53da3198e3c1f,,1,1/2,"(17/54,19/666,0)",171_172,
hexagonal,171,P6_2,"(24,36,14)",a_ours_in_his,e948828e76447bbb,e948828e76447bbb,97/64;49/32;25/16;13/8;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,0)",171_172,
hexagonal,171,P6_2,"(24,38,16)",c_his_not_ours_P2_reproduced,,96db1db2ceed20c0,,1,797/1000,"(499/1998,499/1998,0)",171_172,
hexagonal,171,P6_2,"(25,39,16)",c_his_not_ours_P2_reproduced,,99358d93421880fb,,1,7/8,"(104/333,35/666,0)",171_172,
hexagonal,171,P6_2,"(26,39,15)",a_ours_in_his,66b85b9283c62463,66b85b9283c62463,2331/4000;1277/2000;3/4;797/1000;4/5;103/128;259/320;131/160;67/80;7/8;1;5/4,1,797/1000,"(1/4,467/3996,0)",171_172,
hexagonal,171,P6_2,"(27,41,16)",a_ours_in_his,27d463eac6cda5ea,5132a86f3bfc2ada,5331/8000;2177/3200,1,797/1000,"(1/4,997/3996,0)",171_172,
hexagonal,171,P6_2,"(27,42,17)",c_his_not_ours_P2_reproduced,,713b343f658c4957,,1,1/2,"(17/54,55/999,0)",171_172,
hexagonal,171,P6_2,"(28,42,16)",a_ours_in_his,1a36f90bbc759307;29bbba1adec778da;2a139a0af47705e5,f28bef0f024f5de6,1/2;527/1000;3/4;797/1000;4/5;557/640;7/8;15/16;31/32;1;33/32;67/64;17/16;9/8;5/4;41/32;21/16;43/32;45/32;23/16;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1499/5994,83/333,0)",171_172,
hexagonal,171,P6_2,"(28,44,18)",c_his_not_ours_P2_reproduced,,043672adda0ac3e4,,1,1/2,"(383/1332,19/148,0)",171_172,
hexagonal,171,P6_2,"(29,45,18)",c_his_not_ours_P2_reproduced,,e1f5a74be3f30cf5,,1,1/2,"(619/1998,1/18,0)",171_172,
hexagonal,171,P6_2,"(30,45,17)",a_ours_in_his,2b9726574a0a8bed;d07f950b8309de82,a35802ad9f295b2b,1/2;527/1000;4439/8000;9101/16000;2777/4000;3/4;797/1000;4/5;103/128;259/320;131/160;67/80;137/160;277/320,1,797/1000,"(1/4,563/3996,0)",171_172,
hexagonal,171,P6_2,"(31,47,18)",c_his_not_ours_P2_reproduced,,d398254093a55b10,,1,797/1000,"(3001/11988,331/1332,0)",171_172,
hexagonal,171,P6_2,"(31,48,19)",c_his_not_ours_P2_reproduced,,6a51523c9668ff0d,,1,1/2,"(47/1998,5/666,0)",171_172,
hexagonal,171,P6_2,"(32,48,18)",a_ours_in_his,3ddc41389e6d484f;aef8972953d53d20;e5760549017956be,42b088d0062340e5,125/128;63/64;1;33/32;67/64;17/16;9/8;5/4;81/64;87/64;11/8;89/64;23/16;47/32;95/64,1,3497/1000,"(665/3996,1/3996,0)",171_172,
hexagonal,171,P6_2,"(33,51,20)",c_his_not_ours_P2_reproduced,,13c02224e7107df9,,1,1/2,"(943/2997,1/18,0)",171_172,
hexagonal,171,P6_2,"(34,51,19)",c_his_not_ours_P2_reproduced,,7aaa8e4688568ce2,,1,797/1000,"(3431/11988,563/3996,0)",171_172,
hexagonal,171,P6_2,"(35,53,20)",c_his_not_ours_P2_reproduced,,a54a8df98a9f5c0d,,1,797/1000,"(3005/11988,989/3996,0)",171_172,
hexagonal,171,P6_2,"(36,54,20)",c_his_not_ours_P2_reproduced,,2a09c7ea23790633,,1,797/1000,"(286/999,227/1998,0)",171_172,
hexagonal,171,P6_2,"(38,57,21)",c_his_not_ours_P2_reproduced,,38dc22951fbd90e7,,1,797/1000,"(1715/5994,47/333,0)",171_172,
hexagonal,171,P6_2,"(40,60,22)",c_his_not_ours_P2_reproduced,,838a93dbdca09ee5,,1,797/1000,"(52/999,5/666,0)",171_172,
hexagonal,172,P6_4,"(6,9,5)",c_his_not_ours_P2_reproduced,,a1053191a6317676,,1,3497/1000,"(1/3,0,0)",171_172,
hexagonal,172,P6_4,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",171_172,
hexagonal,172,P6_4,"(12,19,9)",c_his_not_ours_P2_reproduced,,03b5c7cc17c5e015,,1,3497/1000,"(1/6,0,0)",171_172,
hexagonal,172,P6_4,"(12,23,13)",c_his_not_ours_P2_reproduced,,ac1d4522145eba72,,1,1/2,"(17/54,1/18,0)",171_172,
hexagonal,172,P6_4,"(18,29,13)",c_his_not_ours_P2_reproduced,,bb3eeb50e1c37ee6,,1,3497/1000,"(1499/5994,499/1998,0)",171_172,
hexagonal,172,P6_4,"(18,30,14)",a_ours_in_his,4db369a636f4396b,9bf0299ebc6762cc,3/2,1,1/2,"(1/18,1/18,0)",171_172,
hexagonal,172,P6_4,"(18,31,15)",c_his_not_ours_P2_reproduced,,75ed0d99a1ca0d26,,1,797/1000,"(1499/5994,499/1998,0)",171_172,
hexagonal,172,P6_4,"(20,31,13)",c_his_not_ours_P2_reproduced,,6a892fdc51b24155,,1,797/1000,"(1/6,0,0)",171_172,
hexagonal,172,P6_4,"(20,32,14)",c_his_not_ours_P2_reproduced,,4722fae8179ce536,,1,1/2,"(5/27,4/27,0)",171_172,
hexagonal,172,P6_4,"(20,33,15)",c_his_not_ours_P2_reproduced,,5ecea070beaf2efa,,1,1/2,"(1/54,0,0)",171_172,
hexagonal,172,P6_4,"(21,33,14)",c_his_not_ours_P2_reproduced,,59f008daf5ef67b4,,1,1/2,"(293/999,1/18,0)",171_172,
hexagonal,172,P6_4,"(22,34,14)",c_his_not_ours_P2_reproduced,,c57d8f62f90c0cf0,,1,3497/1000,"(1/4,997/3996,0)",171_172,
hexagonal,172,P6_4,"(22,35,15)",c_his_not_ours_P2_reproduced,,4a6f33270c17ba66,,1,3497/1000,"(166/999,0,0)",171_172,
hexagonal,172,P6_4,"(23,35,14)",a_ours_in_his,cff2d5fb5e0d4149,ac07ab8d0a87b192,1/2;527/1000;1277/2000;10439/16000,1,3497/1000,"(28/111,15/74,0)",171_172,
hexagonal,172,P6_4,"(23,36,15)",c_his_not_ours_P2_reproduced,,03f53da3198e3c1f,,1,1/2,"(17/54,19/666,0)",171_172,
hexagonal,172,P6_4,"(24,36,14)",a_ours_in_his,e948828e76447bbb,e948828e76447bbb,97/64;49/32;25/16;13/8;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,0)",171_172,
hexagonal,172,P6_4,"(24,38,16)",c_his_not_ours_P2_reproduced,,96db1db2ceed20c0,,1,797/1000,"(499/1998,499/1998,0)",171_172,
hexagonal,172,P6_4,"(25,39,16)",c_his_not_ours_P2_reproduced,,99358d93421880fb,,1,7/8,"(104/333,35/666,0)",171_172,
hexagonal,172,P6_4,"(26,39,15)",a_ours_in_his,66b85b9283c62463,66b85b9283c62463,2331/4000;1277/2000;3/4;797/1000;4/5;103/128;259/320;131/160;67/80;7/8;1;5/4,1,797/1000,"(1/4,467/3996,0)",171_172,
hexagonal,172,P6_4,"(27,41,16)",a_ours_in_his,27d463eac6cda5ea,5132a86f3bfc2ada,5331/8000;2177/3200,1,797/1000,"(1/4,997/3996,0)",171_172,
hexagonal,172,P6_4,"(27,42,17)",c_his_not_ours_P2_reproduced,,713b343f658c4957,,1,1/2,"(17/54,55/999,0)",171_172,
hexagonal,172,P6_4,"(28,42,16)",a_ours_in_his,1a36f90bbc759307;29bbba1adec778da;2a139a0af47705e5,f28bef0f024f5de6,1/2;527/1000;3/4;797/1000;4/5;557/640;7/8;15/16;31/32;1;33/32;67/64;17/16;9/8;5/4;41/32;21/16;43/32;45/32;23/16;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1499/5994,83/333,0)",171_172,
hexagonal,172,P6_4,"(28,44,18)",c_his_not_ours_P2_reproduced,,043672adda0ac3e4,,1,1/2,"(383/1332,19/148,0)",171_172,
hexagonal,172,P6_4,"(29,45,18)",c_his_not_ours_P2_reproduced,,e1f5a74be3f30cf5,,1,1/2,"(619/1998,1/18,0)",171_172,
hexagonal,172,P6_4,"(30,45,17)",a_ours_in_his,2b9726574a0a8bed;d07f950b8309de82,a35802ad9f295b2b,1/2;527/1000;4439/8000;9101/16000;2777/4000;3/4;797/1000;4/5;103/128;259/320;131/160;67/80;137/160;277/320,1,797/1000,"(1/4,563/3996,0)",171_172,
hexagonal,172,P6_4,"(31,47,18)",c_his_not_ours_P2_reproduced,,d398254093a55b10,,1,797/1000,"(3001/11988,331/1332,0)",171_172,
hexagonal,172,P6_4,"(31,48,19)",c_his_not_ours_P2_reproduced,,6a51523c9668ff0d,,1,1/2,"(47/1998,5/666,0)",171_172,
hexagonal,172,P6_4,"(32,48,18)",a_ours_in_his,3ddc41389e6d484f;aef8972953d53d20;e5760549017956be,42b088d0062340e5,125/128;63/64;1;33/32;67/64;17/16;9/8;5/4;81/64;87/64;11/8;89/64;23/16;47/32;95/64,1,3497/1000,"(665/3996,1/3996,0)",171_172,
hexagonal,172,P6_4,"(33,51,20)",c_his_not_ours_P2_reproduced,,13c02224e7107df9,,1,1/2,"(943/2997,1/18,0)",171_172,
hexagonal,172,P6_4,"(34,51,19)",c_his_not_ours_P2_reproduced,,7aaa8e4688568ce2,,1,797/1000,"(3431/11988,563/3996,0)",171_172,
hexagonal,172,P6_4,"(35,53,20)",c_his_not_ours_P2_reproduced,,a54a8df98a9f5c0d,,1,797/1000,"(3005/11988,989/3996,0)",171_172,
hexagonal,172,P6_4,"(36,54,20)",c_his_not_ours_P2_reproduced,,2a09c7ea23790633,,1,797/1000,"(286/999,227/1998,0)",171_172,
hexagonal,172,P6_4,"(38,57,21)",c_his_not_ours_P2_reproduced,,38dc22951fbd90e7,,1,797/1000,"(1715/5994,47/333,0)",171_172,
hexagonal,172,P6_4,"(40,60,22)",c_his_not_ours_P2_reproduced,,838a93dbdca09ee5,,1,797/1000,"(52/999,5/666,0)",171_172,
hexagonal,173,P6_3,"(8,12,6)",c_his_not_ours_P2_reproduced,,e3faf0283734fac7,,1,3497/1000,"(1/4,-1/4,0)",173,
hexagonal,173,P6_3,"(8,14,8)",c_his_not_ours_P2_reproduced,,a53e946faf92e440,,1,3497/1000,"(1412/4239,0,0)",173,
hexagonal,173,P6_3,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",173,
hexagonal,173,P6_3,"(14,22,10)",c_his_not_ours_P2_reproduced,,f3ed2550b3b58d01,,1,797/1000,"(1412/4239,0,0)",173,
hexagonal,173,P6_3,"(14,24,12)",a_ours_in_his,0fef47b559fef709,0fef47b559fef709,1731/3200;4439/8000;2331/4000;1277/2000;11331/16000;5777/8000;3/4;797/1000;4/5;7/8;1;37/32;19/16;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/3,0,0)",173,
hexagonal,173,P6_3,"(17,27,12)",a_ours_in_his,d2a47816896b676a,d2a47816896b676a,1/2;527/1000;4439/8000;9101/16000,1,797/1000,"(5647/16956,-1/5652,0)",173,
hexagonal,173,P6_3,"(18,30,14)",a_ours_in_his,76108b085b4e40f8,76108b085b4e40f8,1/2;527/1000;2331/4000;1277/2000;2777/4000;3/4;797/1000;4/5;7/8;1;9/8;73/64,1,797/1000,"(1/3,0,0)",173,
hexagonal,173,P6_3,"(21,33,14)",c_his_not_ours_P2_reproduced,,18e92e9e3cc1b7a7,,1,797/1000,"(5645/16956,-1/1884,0)",173,
hexagonal,174,P-6,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/6,0,0)",174,
hexagonal,174,P-6,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",174,
hexagonal,175,P6/m,"(6,9,5)",a_ours_in_his,a1053191a6317676,a1053191a6317676,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/3,0,0)",175,
hexagonal,175,P6/m,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,0)",175,
hexagonal,175,P6/m,"(10,15,7)",a_ours_in_his,52392121966e66eb,52392121966e66eb,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(33/100,-1/500,1/4)",175,
hexagonal,175,P6/m,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",175,
hexagonal,176,P6_3/m,"(6,9,5)",a_ours_in_his,a1053191a6317676,a1053191a6317676,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/3,0,0)",176,
hexagonal,176,P6_3/m,"(6,11,7)",c_his_not_ours_P2_reproduced,,d2d935e5499e6e11,,1,4/5,"(16/125,0,1/5)",176,
hexagonal,176,P6_3/m,"(6,12,8)",a_ours_in_his,3cb6c70abd57e0b9,3cb6c70abd57e0b9,1,1,4/5,"(4/25,0,1/4)",176,
hexagonal,176,P6_3/m,"(7,11,6)",a_ours_in_his,a4d2e4badea1fc0f,a4d2e4badea1fc0f,1,1,4/5,"(29/100,-13/100,1/4)",176,
hexagonal,176,P6_3/m,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;527/1000;3/4;797/1000;4/5;131/160;67/80;7/8;1;65/64;33/32;17/16;9/8;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,0)",176,
hexagonal,176,P6_3/m,"(8,13,7)",c_his_not_ours_P2_reproduced,,4ab699adbeb533b0,,1,3497/1000,"(124/375,0,31/125)",176,
hexagonal,176,P6_3/m,"(8,14,8)",a_ours_in_his,a53e946faf92e440,a53e946faf92e440,2331/4000;1277/2000;11331/16000;5777/8000;3/4;797/1000;4/5;131/160;67/80;7/8;1;65/64;33/32;17/16;9/8;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(124/375,0,1/4)",176,
hexagonal,176,P6_3/m,"(10,15,7)",c_his_not_ours_P2_reproduced,,52392121966e66eb,,1,3497/1000,"(33/100,-1/500,0)",176,
hexagonal,176,P6_3/m,"(10,18,10)",a_ours_in_his,3ab0f86bf4aa2403,3ab0f86bf4aa2403,2,1,5/4,"(1/5,-1/5,8/125)",176,
hexagonal,176,P6_3/m,"(11,17,8)",c_his_not_ours_P2_reproduced,,ef8048ef68ceb307,,1,3497/1000,"(124/375,0,13/500)",176,
hexagonal,176,P6_3/m,"(11,18,9)",c_his_not_ours_P2_reproduced,,597334d831e18e8b,,1,4/5,"(87/500,-39/500,3/20)",176,
hexagonal,176,P6_3/m,"(12,18,8)",a_ours_in_his,9b7039e0c295ff94;fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;259/320;521/640;7/8;15/16;31/32;63/64;127/128;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",176,
hexagonal,176,P6_3/m,"(12,20,10)",c_his_not_ours_P2_reproduced,,6b840366e4df5f52,,1,4/5,"(29/125,-13/125,1/5)",176,
hexagonal,176,P6_3/m,"(13,20,9)",a_ours_in_his,508e73881e1a160f,508e73881e1a160f,1/2;527/1000;1277/2000;2777/4000,1,3497/1000,"(33/100,-1/500,2/125)",176,
hexagonal,176,P6_3/m,"(13,21,10)",a_ours_in_his,4a24e04257d3d0f4,4a24e04257d3d0f4,137/160;7/8;119/128;15/16;1;5/4;81/64;41/32;21/16;11/8;91/64;23/16;3/2;105/64;53/32;27/16;7/4;2;129/64;65/32;33/16;17/8;9/4;5/2;11/4;91/32;23/8;3;13/4;3497/1000;7/2,1,3497/1000,"(1/3,0,31/125)",176,
hexagonal,176,P6_3/m,"(13,23,12)",a_ours_in_his,8cb03a3652c58a13,8cb03a3652c58a13,1,1,4/5,"(36/125,-16/125,1/4)",176,
hexagonal,176,P6_3/m,"(14,22,10)",a_ours_in_his,f3ed2550b3b58d01,f3ed2550b3b58d01,1/2;527/1000;4439/8000;9101/16000;1277/2000;2777/4000;3/4;797/1000;4/5;259/320;521/640;7/8;15/16;31/32;63/64;127/128,1,797/1000,"(124/375,0,1/4)",176,
hexagonal,176,P6_3/m,"(14,24,12)",a_ours_in_his,0fef47b559fef709,0fef47b559fef709,1/2;527/1000;1731/3200;4439/8000;2331/4000;977/1600;9993/16000;1277/2000;10439/16000;5331/8000;2177/3200;2777/4000;11331/16000;5777/8000;11777/16000;3/4;797/1000;4/5;131/160;67/80;7/8;117/128;59/64;15/16;1;65/64;33/32;17/16;35/32;9/8;37/32;19/16;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/3,0,1/4)",176,
hexagonal,176,P6_3/m,"(15,24,11)",a_ours_in_his,ff8725c53f6c0182,ff8725c53f6c0182,1/2;527/1000;11331/16000;5777/8000;3/4;797/1000;4/5;67/80;271/320;109/128;7/8;29/32;59/64;1;5/4;11/8;45/32;3/2;13/8;7/4;15/8;31/16;63/32;127/64;2;9/4;5/2;11/4;45/16;181/64,1,3497/1000,"(1/3,0,13/500)",176,
hexagonal,176,P6_3/m,"(17,26,11)",c_his_not_ours_P2_reproduced,,691c824d3bd6104e,,1,3497/1000,"(33/100,-1/500,13/500)",176,
hexagonal,176,P6_3/m,"(17,27,12)",a_ours_in_his,d2a47816896b676a,d2a47816896b676a,1/2;4027/8000;1027/2000;527/1000;4439/8000;9101/16000;2331/4000;977/1600;1277/2000;2777/4000;11331/16000;3/4;3047/4000;2447/3200;1547/2000;3141/4000;6329/8000;797/1000;4/5;103/128;259/320;521/640,1,797/1000,"(33/100,-1/500,1/4)",176,
hexagonal,176,P6_3/m,"(18,30,14)",a_ours_in_his,76108b085b4e40f8,76108b085b4e40f8,1/2;527/1000;1731/3200;2331/4000;9547/16000;977/1600;9993/16000;1277/2000;10439/16000;5331/8000;2177/3200;2777/4000;11331/16000;5777/8000;11777/16000;3/4;797/1000;4/5;7/8;1;9/8;73/64,1,797/1000,"(1/3,0,1/4)",176,
hexagonal,176,P6_3/m,"(21,33,14)",a_ours_in_his,18e92e9e3cc1b7a7,18e92e9e3cc1b7a7,1/2;8081/16000;2027/4000;1027/2000;8243/16000;827/1600;2081/4000;527/1000;4439/8000;9101/16000;9547/16000;977/1600;9993/16000;1277/2000;2777/4000;5777/8000;3/4;6141/8000;1547/2000;2541/3200;797/1000;4/5;259/320;521/640;7/8;29/32;15/16;31/32;63/64;127/128;1;17/16;69/64,1,797/1000,"(493/1500,-3/500,1/4)",176,
hexagonal,177,P622,"(6,9,5)",a_ours_in_his,a1053191a6317676,a1053191a6317676,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/3,0,0)",177,
hexagonal,177,P622,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,0)",177,
