system,group,symbol,f_vector,status,our_menu_type_ids,our_P2_type_ids,our_menu_c_over_a,his_row_count,his_b_ratios,his_points,his_block,readonly_180_stored_ids
hexagonal,155,R32,"(14,24,12)",a_ours_in_his,1da02fe6c7c6eb73;f0b07b168368759b,1da02fe6c7c6eb73,9993/16000;1277/2000;3/4;797/1000;4/5;7/8;1;9/8;19/16;39/32;79/64;5/4;3/2;7/4;2;9/4;157/64;79/32;5/2;11/4;3;13/4;27729/8000;3497/1000;7/2,1,3497/1000,"(-1/6,-1/2,1/12)",155,
hexagonal,155,R32,"(14,25,13)",c_his_not_ours_P2_reproduced,,20aca8f41d6bb08e,,1,7/2,"(-26/375,-1/5,2/125)",155,
hexagonal,155,R32,"(15,24,11)",c_his_not_ours_P2_reproduced,,c430780986390d29,,1,3497/1000,"(-1/250,-1/250,1/12)",155,
hexagonal,155,R32,"(15,25,12)",c_his_not_ours_P2_reproduced,,0aa5767e78cb4d8f,,1,4/5,"(-17/150,-17/250,1/12)",155,
hexagonal,155,R32,"(15,26,13)",c_his_not_ours_P2_reproduced,,f5ca5d72e1182852,,1,4/5,"(-77/375,0,1/60)",155,
hexagonal,155,R32,"(15,27,14)",a_ours_in_his,a9c85108747f254c,a9c85108747f254c,1,1,7/5,"(-67/375,-29/125,1/15)",155,
hexagonal,155,R32,"(16,25,11)",c_his_not_ours_P2_reproduced,,3f5fce0d11d8899e,,1,3497/1000,"(-63/250,-61/250,1/1500)",155,
hexagonal,155,R32,"(16,26,12)",a_ours_in_his,d0ed9179c6947b5f,4eaa641c282f54ad,1/2;527/1000;3/4;3047/4000,1,797/1000,"(-1/750,-1/250,0)",155,
hexagonal,155,R32,"(16,27,13)",a_ours_in_his,105e41c2798e6180,cf213e55efccc5f8,2,1,4/5,"(-61/750,-61/250,1/30)",155,
hexagonal,155,R32,"(16,28,14)",c_his_not_ours_P2_reproduced,,4decf0ba67a4d092,,1,4/5,"(-77/375,-24/125,1/60)",155,
hexagonal,155,R32,"(16,30,16)",c_his_not_ours_P2_reproduced,,2001fe7ea92fd0ad,,1,5/4,"(0,0,1/150)",155,
hexagonal,155,R32,"(17,28,13)",c_his_not_ours_P2_reproduced,,346c81a0f2121bf1,,1,3497/1000,"(-101/375,0,2/125)",155,
hexagonal,155,R32,"(17,29,14)",a_ours_in_his,67b1ede4b021a4fc,b1ad3d36d393920e,3/2,1,7/2,"(-11/50,-1/50,2/75)",155,
hexagonal,155,R32,"(18,29,13)",c_his_not_ours_P2_reproduced,,a1b2ac427f563716,,1,3497/1000,"(-14/125,-42/125,41/1500)",155,
hexagonal,155,R32,"(18,30,14)",a_ours_in_his,52c5120f1148da14;7b9cfe26fe4a9c4b;c97273f4df7f3fdc,52c5120f1148da14,2331/4000;9993/16000;1277/2000;3/4;12423/16000;1247/1600;3141/4000;797/1000;4/5;557/640;7/8;29/32;15/16;1;65/64;33/32;17/16;69/64;35/32;9/8;73/64;37/32;19/16;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(-2/375,-1/125,1/12)",155,
hexagonal,155,R32,"(19,30,13)",a_ours_in_his,687010310906c548,687010310906c548,111/64;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(-1/6,-1/2,0)",155,
hexagonal,155,R32,"(19,31,14)",c_his_not_ours_P2_reproduced,,291bcd53f8980b24,,1,3497/1000,"(-247/750,-1/250,1/1500)",155,
hexagonal,155,R32,"(19,32,15)",c_his_not_ours_P2_reproduced,,a43db3dc6eaab107,,1,7/2,"(-49/375,-31/125,4/375)",155,
hexagonal,155,R32,"(19,33,16)",c_his_not_ours_P2_reproduced,,9303ea4df8683c79,,1,4/5,"(-76/375,-22/125,1/20)",155,
hexagonal,155,R32,"(20,31,13)",c_his_not_ours_P2_reproduced,,fa027394e7e22a9e,,1,3497/1000,"(-83/250,-1/250,1/1500)",155,
hexagonal,155,R32,"(20,32,14)",a_ours_in_his,47b6d29f5de536f0;64203f15fcf6c09b,47b6d29f5de536f0,1/2;527/1000;2331/4000;977/1600;1277/2000;2777/4000;5777/8000;11777/16000;3/4;797/1000;4/5;67/80;137/160;277/320;7/8;15/16;61/64;123/128;1;33/32;67/64;9/8;73/64,1,797/1000,"(-43/375,0,1/12)",155,
hexagonal,155,R32,"(20,33,15)",c_his_not_ours_P2_reproduced,,1a804bb88ddff3e2,,1,527/1000,"(-203/750,-47/250,0)",155,
hexagonal,155,R32,"(21,33,14)",c_his_not_ours_P2_reproduced,,7c2110f9291ac134,,1,797/1000,"(-23/375,-23/125,79/1500)",155,
hexagonal,155,R32,"(21,34,15)",c_his_not_ours_P2_reproduced,,5765fd482850eb3e,,1,3497/1000,"(-32/125,-11/125,3/250)",155,
hexagonal,155,R32,"(21,35,16)",c_his_not_ours_P2_reproduced,,e342309850479963,,1,4/5,"(-103/750,-7/50,1/20)",155,
hexagonal,155,R32,"(22,34,14)",c_his_not_ours_P2_reproduced,,4297fd505b9cc36d,,1,797/1000,"(-9/125,0,1/12)",155,
hexagonal,155,R32,"(22,35,15)",c_his_not_ours_P2_reproduced,,eaa671755c4af4f6,,1,3497/1000,"(-67/250,-1/250,2/125)",155,
hexagonal,155,R32,"(22,36,16)",a_ours_in_his,01a494d767bd713c;181713b518d1112b,181713b518d1112b,1/2;527/1000;4439/8000;9101/16000;9993/16000;1277/2000;3/4;12047/16000;6047/8000;3047/4000;1547/2000;797/1000;4/5;557/640;7/8;57/64;115/128;15/16;31/32;63/64;127/128;1;17/16;9/8;37/32;75/64;91/64;23/16;3/2;111/64;7/4;15/8;31/16;63/32;127/64;2;9/4;19/8;39/16;157/64;79/32;5/2;11/4;3;13/4;6747/2000;13741/4000;55211/16000,1,3497/1000,"(-1/3,0,31/1500)",155,
hexagonal,155,R32,"(23,36,15)",c_his_not_ours_P2_reproduced,,af72144b7d92ca68,,1,3497/1000,"(-121/750,-43/250,1/1500)",155,
hexagonal,155,R32,"(23,37,16)",c_his_not_ours_P2_reproduced,,9c2cdf4347408e3c,,1,797/1000,"(-2/25,-4/25,1/20)",155,
hexagonal,155,R32,"(23,38,17)",c_his_not_ours_P2_reproduced,,bbcc378efcedfb90,,1,797/1000,"(-46/375,-19/125,1/12)",155,
hexagonal,155,R32,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;527/1000;3/4;797/1000;4/5;7/8;1;9/8;19/16;39/32;5/4;41/32;83/64;11/8;45/32;3/2;49/32;99/64;13/8;27/16;55/32;7/4;15/8;31/16;63/32;127/64;2;9/4;19/8;39/16,1,797/1000,"(-1/3,0,1/12)",155,
hexagonal,155,R32,"(24,37,15)",c_his_not_ours_P2_reproduced,,550900e445751dbc,,1,797/1000,"(-1/150,-3/250,1/12)",155,
hexagonal,155,R32,"(24,38,16)",a_ours_in_his,efc24204486dde03,efc24204486dde03,1/2;527/1000;1731/3200;4439/8000;2331/4000;9547/16000;977/1600;1277/2000;3/4;797/1000;4/5;67/80;137/160;277/320;7/8;1;33/32;67/64,1,3497/1000,"(-163/750,-1/250,43/1500)",155,
hexagonal,155,R32,"(24,39,17)",c_his_not_ours_P2_reproduced,,1d81d76adec2770e,,1,4/5,"(-163/750,-9/50,1/60)",155,
hexagonal,155,R32,"(25,39,16)",c_his_not_ours_P2_reproduced,,33c7b789b3038d2c,,1,797/1000,"(-81/250,-3/250,0)",155,
hexagonal,155,R32,"(25,40,17)",c_his_not_ours_P2_reproduced,,3764b3787e4572c7,,1,3497/1000,"(-1/6,-77/250,2/125)",155,
hexagonal,155,R32,"(25,41,18)",c_his_not_ours_P2_reproduced,,64ffcf8d9e69c2af,,1,4/5,"(-13/150,-9/50,1/12)",155,
hexagonal,155,R32,"(26,40,16)",c_his_not_ours_P2_reproduced,,ddbf7770e983e608,,1,797/1000,"(-2/375,0,1/1500)",155,
hexagonal,155,R32,"(26,41,17)",a_ours_in_his,f43b45fd6383b36b,cfc98aacd04e3fd0,19/16;39/32;79/64,1,3497/1000,"(-77/250,-7/250,1/250)",155,
hexagonal,155,R32,"(26,43,19)",c_his_not_ours_P2_reproduced,,73da44040f4851b3,,1,2,"(-32/125,-24/125,3/250)",155,
hexagonal,155,R32,"(27,42,17)",c_his_not_ours_P2_reproduced,,991a5023fc8d713a,,1,797/1000,"(-11/375,-11/125,1/12)",155,
hexagonal,155,R32,"(27,43,18)",c_his_not_ours_P2_reproduced,,2732dde8b250a1dd,,1,4/5,"(-91/375,-1/5,1/20)",155,
hexagonal,155,R32,"(27,44,19)",c_his_not_ours_P2_reproduced,,807e101f134333a0,,1,7/2,"(-181/750,-37/250,1/375)",155,
hexagonal,155,R32,"(28,43,17)",a_ours_in_his,c3b4b14633c9d4d5,819dfbe16f40f3f9,557/640;7/8;1;17/16;35/32;71/64,1,797/1000,"(-4/125,-11/125,1/12)",155,
hexagonal,155,R32,"(28,44,18)",c_his_not_ours_P2_reproduced,,67925f0f3d2b7911,,1,3497/1000,"(-82/375,-1/125,7/250)",155,
hexagonal,155,R32,"(28,45,19)",c_his_not_ours_P2_reproduced,,a5e4b271775f7839,,1,797/1000,"(-44/375,-19/125,1/12)",155,
hexagonal,155,R32,"(29,45,18)",c_his_not_ours_P2_reproduced,,cfa3bfb9fefaaa21,,1,797/1000,"(-3/50,-9/50,4/75)",155,
hexagonal,155,R32,"(29,46,19)",c_his_not_ours_P2_reproduced,,795dc56280d76e8e,,1,3497/1000,"(-191/750,-31/250,7/750)",155,
hexagonal,155,R32,"(29,47,20)",c_his_not_ours_P2_reproduced,,963883d727ee9240,,1,44/25,"(-33/125,-1/5,1/60)",155,
hexagonal,155,R32,"(30,46,18)",c_his_not_ours_P2_reproduced,,b8a3099f8963dc67,,1,797/1000,"(-7/125,-21/125,83/1500)",155,
hexagonal,155,R32,"(30,47,19)",a_ours_in_his,37aa18e6e10583be;d9bf7fb7a80eaa38,1691bbed1350a06b,9/8;37/32;75/64;5/4;21/16,1,3497/1000,"(-39/125,-3/125,1/300)",155,
hexagonal,155,R32,"(31,48,19)",a_ours_in_his,1db3ca5e82f8746f;f593cb348adf804b,f593cb348adf804b,21/16;11/8;45/32;91/64;23/16;3/2;25/16;13/8;27/16;55/32;7/4;2;129/64;65/32;33/16;17/8;9/4;19/8;39/16;5/2;11/4;3;13/4;6747/2000;13741/4000;55211/16000,1,3497/1000,"(-1/6,-1/2,1/1500)",155,
hexagonal,155,R32,"(31,49,20)",c_his_not_ours_P2_reproduced,,0b122baf1b5ff02f,,1,4/5,"(-76/375,-24/125,1/300)",155,
hexagonal,155,R32,"(31,50,21)",c_his_not_ours_P2_reproduced,,857198e51a455925,,1,7/2,"(-101/375,-22/125,2/375)",155,
hexagonal,155,R32,"(32,49,19)",a_ours_in_his,a46cbaad3c23e834,852443780b89673b,1/2;527/1000,1,797/1000,"(-1/30,-23/250,1/12)",155,
hexagonal,155,R32,"(32,50,20)",a_ours_in_his,2081d7b9a734e4fe,a4f97dc195c6c141,11/8,1,3497/1000,"(-41/125,-1/125,1/1500)",155,
hexagonal,155,R32,"(32,51,21)",c_his_not_ours_P2_reproduced,,20e949243aa21dd5,,1,7/5,"(-103/375,-18/125,1/20)",155,
hexagonal,155,R32,"(33,51,20)",c_his_not_ours_P2_reproduced,,cbce8df8b10bf7e0,,1,797/1000,"(-28/375,-23/125,1/12)",155,
hexagonal,155,R32,"(33,52,21)",c_his_not_ours_P2_reproduced,,cd7c88f98c7edd9b,,1,3497/1000,"(-19/75,-4/25,1/150)",155,
hexagonal,155,R32,"(33,53,22)",c_his_not_ours_P2_reproduced,,8e0b9f82e65fe49f,,1,7/2,"(-197/750,-47/250,1/250)",155,
hexagonal,155,R32,"(34,52,20)",a_ours_in_his,59b28b3a59c27092;87c94384d7851cb2,ff65c54d78bb4e50,1731/3200;4439/8000;2331/4000;1277/2000;2777/4000;5777/8000;6047/8000;3047/4000;1547/2000;797/1000;4/5;67/80;137/160;277/320,1,797/1000,"(-19/375,-19/125,29/500)",155,
hexagonal,155,R32,"(34,53,21)",c_his_not_ours_P2_reproduced,,b300d983e2f616e0,,1,3497/1000,"(-79/250,-1/50,1/375)",155,
hexagonal,155,R32,"(35,54,21)",c_his_not_ours_P2_reproduced,,ce2093366e18b477,,1,797/1000,"(-13/150,-7/50,1/12)",155,
hexagonal,155,R32,"(35,55,22)",c_his_not_ours_P2_reproduced,,995dd0c71ffe93f5,,1,4/5,"(-86/375,-26/125,1/60)",155,
hexagonal,155,R32,"(36,55,21)",c_his_not_ours_P2_reproduced,,7658eeac8f59a799,,1,797/1000,"(-17/375,-16/125,1/12)",155,
hexagonal,155,R32,"(36,56,22)",c_his_not_ours_P2_reproduced,,5acea0cd2158d501,,1,3497/1000,"(-199/750,-37/250,7/1500)",155,
hexagonal,155,R32,"(38,58,22)",a_ours_in_his,d70e6901953070e7,ecfa31c242637f8d,11777/16000;3/4;12047/16000,1,797/1000,"(-26/375,-24/125,1/12)",155,
hexagonal,155,R32,"(38,59,23)",c_his_not_ours_P2_reproduced,,93f1a220dc00dac6,,1,3497/1000,"(-98/375,-16/125,11/1500)",155,
hexagonal,155,R32,"(39,61,24)",c_his_not_ours_P2_reproduced,,3b1f13925d4a0aa9,,1,7/8,"(-8/125,-22/125,61/750)",155,
hexagonal,155,R32,"(40,61,23)",c_his_not_ours_P2_reproduced,,aa98eb9bdc2a5fc1,,1,797/1000,"(-53/750,-43/250,1/12)",155,
hexagonal,155,R32,"(40,62,24)",c_his_not_ours_P2_reproduced,,69d31bab629ae17c,,1,3497/1000,"(-33/125,-22/125,7/1500)",155,
hexagonal,155,R32,"(42,64,24)",c_his_not_ours_P2_reproduced,,b8cc546083d219d8,,1,797/1000,"(-19/250,-39/250,1/12)",155,
hexagonal,155,R32,"(44,67,25)",c_his_not_ours_P2_reproduced,,49d80ecbd4191a36,,1,797/1000,"(-1/15,-24/125,1/12)",155,
hexagonal,155,R32,"(48,73,27)",c_his_not_ours_P2_reproduced,,016b4a91dfde6d6f,,1,797/1000,"(-193/750,-53/250,6/125)",155,
hexagonal,156,P3m1,"(6,9,5)",a_ours_in_his,a1053191a6317676,a1053191a6317676,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/6,1/6,0)",156,
hexagonal,156,P3m1,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/6,0,0)",156,
hexagonal,156,P3m1,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",156,
hexagonal,157,P31m,"(6,9,5)",a_ours_in_his,a1053191a6317676,a1053191a6317676,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/3,0,0)",157,
hexagonal,157,P31m,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,0)",157,
hexagonal,157,P31m,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",157,
hexagonal,158,P3c1,"(8,12,6)",c_his_not_ours_P2_reproduced,,e3faf0283734fac7,,1,3497/1000,"(1/6,0,0)",158,
hexagonal,158,P3c1,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",158,
hexagonal,158,P3c1,"(14,24,12)",a_ours_in_his,0fef47b559fef709,0fef47b559fef709,1/2;527/1000;1277/2000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/6,1/6,0)",158,
hexagonal,158,P3c1,"(18,30,14)",a_ours_in_his,76108b085b4e40f8,76108b085b4e40f8,1/2;527/1000;2331/4000;977/1600;9993/16000,1,527/1000,"(1/6,1/6,0)",158,
hexagonal,159,P31c,"(8,12,6)",c_his_not_ours_P2_reproduced,,e3faf0283734fac7,,1,3497/1000,"(1/4,-1/4,0)",159,
hexagonal,159,P31c,"(8,14,8)",c_his_not_ours_P2_reproduced,,a53e946faf92e440,,1,3497/1000,"(1412/4239,0,0)",159,
hexagonal,159,P31c,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",159,
hexagonal,159,P31c,"(14,22,10)",c_his_not_ours_P2_reproduced,,f3ed2550b3b58d01,,1,797/1000,"(1412/4239,0,0)",159,
hexagonal,159,P31c,"(14,24,12)",a_ours_in_his,0fef47b559fef709,0fef47b559fef709,37/32;19/16;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/3,0,0)",159,
hexagonal,159,P31c,"(18,30,14)",a_ours_in_his,6784d6995cabf9df;76108b085b4e40f8,6784d6995cabf9df,1/2;527/1000;2331/4000;1277/2000;3/4;797/1000;4/5;7/8;1;9/8;73/64;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(5647/16956,-1/5652,0)",159,
hexagonal,159,P31c,"(21,33,14)",a_ours_in_his,67cf3994cfeceb8b,67cf3994cfeceb8b,1/2;527/1000;1731/3200,1,797/1000,"(5647/16956,-1/5652,0)",159,
hexagonal,159,P31c,"(22,36,16)",c_his_not_ours_P2_reproduced,,878c796cf524cdb7,,1,797/1000,"(703/4239,-10/1413,0)",159,
hexagonal,159,P31c,"(25,39,16)",a_ours_in_his,2a07738610416021,2a07738610416021,4439/8000;9101/16000,1,797/1000,"(5645/16956,-1/1884,0)",159,
hexagonal,160,R3m,"(4,6,4)",c_his_not_ours_P2_reproduced,,e1c6bb874212013b,,1,1/2,"(5/36,5/36,0)",160,
hexagonal,160,R3m,"(5,8,5)",a_ours_in_his,42bc5c5af1f296ae,42bc5c5af1f296ae,3/4,1,1/2,"(1831/11988,721/3996,0)",160,
hexagonal,160,R3m,"(6,9,5)",a_ours_in_his,a1053191a6317676,a1053191a6317676,12047/16000;6047/8000;3047/4000;1547/2000;797/1000;4/5;7/8;1;17/16;9/8;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/6,1/6,0)",160,
hexagonal,160,R3m,"(7,11,6)",c_his_not_ours_P2_reproduced,,26df90c2289ea27c,,1,1/2,"(1/9,1/6,0)",160,
hexagonal,160,R3m,"(8,13,7)",c_his_not_ours_P2_reproduced,,d724d08efce3fe5f,,1,1/2,"(1/9,2/9,0)",160,
hexagonal,160,R3m,"(8,14,8)",a_ours_in_his,a53e946faf92e440,a53e946faf92e440,79/64;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/6,0,0)",160,
hexagonal,160,R3m,"(9,14,7)",c_his_not_ours_P2_reproduced,,443323be6b76de8a,,1,1/2,"(1333/11988,1997/11988,0)",160,
hexagonal,160,R3m,"(9,15,8)",c_his_not_ours_P2_reproduced,,6a4ade2834332648,,1,1/2,"(38/333,53/333,0)",160,
hexagonal,160,R3m,"(10,15,7)",a_ours_in_his,5aa8e199fd7ddb2f,5aa8e199fd7ddb2f,1/2;527/1000;1277/2000;2777/4000;5777/8000;11777/16000;557/640;7/8;1;33/32;67/64,1,797/1000,"(250/2997,749/2997,0)",160,
hexagonal,160,R3m,"(10,16,8)",c_his_not_ours_P2_reproduced,,0d4a8151c1334f83,,1,1/2,"(443/3996,667/3996,0)",160,
hexagonal,160,R3m,"(12,18,8)",a_ours_in_his,abfdf73c2f298784,abfdf73c2f298784,1/2;527/1000;3/4;797/1000;4/5;259/320,1,797/1000,"(383/3996,383/3996,0)",160,
hexagonal,160,R3m,"(14,21,9)",a_ours_in_his,91f7061ce1442584,91f7061ce1442584,521/640;131/160;67/80;137/160;277/320,1,797/1000,"(575/5994,32/333,0)",160,
hexagonal,160,R3m,"(14,24,12)",a_ours_in_his,1da02fe6c7c6eb73;f0b07b168368759b,1da02fe6c7c6eb73,9993/16000;1277/2000;2177/3200;2777/4000;3/4;797/1000;4/5;557/640;7/8;1;17/16;9/8;19/16;39/32;79/64;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",160,
hexagonal,160,R3m,"(19,29,12)",a_ours_in_his,d0a0a455a34f3fcb,d0a0a455a34f3fcb,1/2;527/1000;2331/4000;977/1600;3/4;797/1000;4/5;259/320;7/8;1,1,797/1000,"(7/162,7/54,0)",160,
hexagonal,160,R3m,"(20,32,14)",a_ours_in_his,47b6d29f5de536f0,47b6d29f5de536f0,1/2;527/1000;2331/4000;977/1600;9993/16000;1277/2000;5331/8000,1,527/1000,"(1/6,0,0)",160,
hexagonal,160,R3m,"(21,33,14)",a_ours_in_his,4b7239e30e871c23,4b7239e30e871c23,521/640;131/160;67/80;137/160;277/320;65/64;33/32;67/64,1,797/1000,"(575/11988,575/3996,0)",160,
hexagonal,160,R3m,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;527/1000;3/4;797/1000;4/5;7/8;1;9/8;19/16;39/32,1,797/1000,"(0,0,0)",160,
hexagonal,161,R3c,"(8,14,8)",c_his_not_ours_P2_reproduced,,a53e946faf92e440,,1,3497/1000,"(1/6,0,0)",161,
hexagonal,161,R3c,"(8,16,10)",c_his_not_ours_P2_reproduced,,3d1a3ee0cfdc0206,,1,2,"(1/18,1/18,0)",161,
hexagonal,161,R3c,"(11,21,12)",c_his_not_ours_P2_reproduced,,161778d5fb8390c6,,1,2,"(1/6,1/6,0)",161,
hexagonal,161,R3c,"(13,23,12)",a_ours_in_his,c4f881b551b2d197,c4f881b551b2d197,3/2,1,2,"(1/9,2/9,0)",161,
hexagonal,161,R3c,"(14,24,12)",a_ours_in_his,0fef47b559fef709;1da02fe6c7c6eb73,1da02fe6c7c6eb73,17/8;9/4;157/64;79/32;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",161,
hexagonal,161,R3c,"(18,30,14)",a_ours_in_his,76108b085b4e40f8,76108b085b4e40f8,97/64;49/32;25/16;13/8;7/4;2;17/8;35/16;71/32;143/64,1,797/1000,"(1/6,1/6,0)",161,
hexagonal,161,R3c,"(19,29,12)",c_his_not_ours_P2_reproduced,,d0a0a455a34f3fcb,,1,797/1000,"(893/11988,893/3996,0)",161,
hexagonal,161,R3c,"(19,31,14)",c_his_not_ours_P2_reproduced,,e60f1e050ee2897c,,1,2,"(221/3996,223/3996,0)",161,
hexagonal,161,R3c,"(20,32,14)",a_ours_in_his,af480ebac6f37935,47b6d29f5de536f0,1;5/4;11/8;23/16;47/32;95/64;111/64;7/4;2;33/16;67/32;135/64,1,797/1000,"(1/6,0,0)",161,
hexagonal,161,R3c,"(21,33,14)",c_his_not_ours_P2_reproduced,,4b7239e30e871c23,,1,709/500,"(166/2997,166/999,0)",161,
hexagonal,161,R3c,"(22,34,14)",a_ours_in_his,56918d2cff883e22;b27ba8dbcbc2891a;bbf85b4df505dab4,bbf85b4df505dab4,1/2;4027/8000;527/1000;1731/3200;4439/8000;9101/16000;2331/4000;1277/2000;3/4;6047/8000;12141/16000;797/1000;4/5;7/8,1,797/1000,"(1211/11988,787/3996,0)",161,
hexagonal,161,R3c,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;19/8;39/16,1,797/1000,"(0,0,0)",161,
hexagonal,161,R3c,"(24,38,16)",a_ours_in_his,35eb3afa3bddf1b7,35eb3afa3bddf1b7,557/640;7/8;15/16;31/32;63/64;127/128,1,797/1000,"(787/5994,605/2997,0)",161,
hexagonal,161,R3c,"(26,40,16)",a_ours_in_his,15b6ef3944666056;27dbb77012555d28;466b12546dd936c3,15b6ef3944666056,8081/16000;2027/4000;1027/2000;527/1000;4439/8000;3047/4000;1547/2000;797/1000;4/5;67/80;137/160;277/320;113/128;57/64;29/32;15/16;1;5/4;3/2;13/8;53/32,1,797/1000,"(1271/11988,727/3996,0)",161,
hexagonal,161,R3c,"(28,44,18)",c_his_not_ours_P2_reproduced,,36a8aa7100d8b78d,,1,797/1000,"(565/3996,211/1332,0)",161,
hexagonal,161,R3c,"(30,46,18)",a_ours_in_his,42b6cf7b856d357a,42b6cf7b856d357a,107/64;27/16;55/32,1,1397/1000,"(1331/11988,455/3996,0)",161,
hexagonal,161,R3c,"(32,50,20)",c_his_not_ours_P2_reproduced,,da3fd395f5f416a6,,1,527/1000,"(428/2997,1081/5994,0)",161,
hexagonal,162,P-31m,"(6,9,5)",a_ours_in_his,a1053191a6317676,a1053191a6317676,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/3,0,0)",162,
hexagonal,162,P-31m,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,0)",162,
hexagonal,162,P-31m,"(8,14,8)",c_his_not_ours_P2_reproduced,,9b1c0d54955637e5,,1,4/5,"(3/25,-8/125,1/20)",162,
hexagonal,162,P-31m,"(10,16,8)",a_ours_in_his,342dd2988fa48b2c,342dd2988fa48b2c,1731/3200;4439/8000;2331/4000;977/1600;1277/2000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(33/100,-1/500,1/4)",162,
hexagonal,162,P-31m,"(12,18,8)",a_ours_in_his,fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;527/1000;3/4;797/1000;4/5;7/8;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",162,
hexagonal,162,P-31m,"(14,22,10)",a_ours_in_his,7534d49b2a3cdb08,7534d49b2a3cdb08,1/2;527/1000;2331/4000;9547/16000,1,3497/1000,"(88/375,-29/125,1/500)",162,
hexagonal,162,P-31m,"(14,24,12)",a_ours_in_his,0fef47b559fef709,0fef47b559fef709,1/2;4081/8000;1027/2000;527/1000;1731/3200;4439/8000;2331/4000;977/1600;1277/2000;10439/16000;5331/8000;2177/3200;2777/4000;11331/16000;5777/8000;11777/16000;3/4;12141/16000;3047/4000;12329/16000;1547/2000;797/1000;4/5;131/160;67/80;109/128;137/160;7/8;113/128;57/64;115/128;29/32;15/16;1;5/4;3/2;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(31/125,-31/125,1/4)",162,
